Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N,word_dist,pron_dist,category
beat,steak,1,0,0,bit,3,i,1,4,8.38,stek,4,e,1,5,8.6,3,4,0
brake,steak,1,0,1,brek,4,e,1,5,7.14,stek,4,e,1,5,8.6,4,2,0
break,steak,3,0,1,brek,4,e,1,5,6.72,stek,4,e,1,5,8.6,2,2,2
flake,steak,1,0,1,flek,4,e,1,5,7.42,stek,4,e,1,5,8.6,4,2,0
seek,steak,1,0,0,sik,3,i,1,4,8.2,stek,4,e,1,5,8.6,2,2,0
shake,steak,1,0,1,Sek,3,e,1,5,7.54,stek,4,e,1,5,8.6,3,2,0
stake,steak,5,0,1,stek,4,e,1,5,7.8,stek,4,e,1,5,8.6,2,0,3
strike,steak,1,0,0,straIk,5,aI,1,6,6.91,stek,4,e,1,5,8.6,3,3,0
wake,steak,1,0,1,wek,3,e,1,4,8.36,stek,4,e,1,5,8.6,4,2,0
week,steak,1,0,0,wik,3,i,1,4,7.11,stek,4,e,1,5,8.6,3,3,0
deal,steal,4,0,1,dil,3,i,1,4,8.2,stil,4,i,1,5,8.1,2,2,2
feel,steal,2,0,1,fil,3,i,1,4,8.94,stil,4,i,1,5,8.1,3,2,1
heal,steal,4,0,1,hil,3,i,1,4,8.47,stil,4,i,1,5,8.1,2,2,2
heel,steal,1,0,1,hil,3,i,1,4,8.67,stil,4,i,1,5,8.1,3,2,0
kneel,steal,4,0,1,nil,3,i,1,5,6.38,stil,4,i,1,5,8.1,3,2,2
meal,steal,5,0,1,mil,3,i,1,4,7.97,stil,4,i,1,5,8.1,2,2,3
peel,steal,1,0,1,pil,3,i,1,4,7.31,stil,4,i,1,5,8.1,3,2,0
reel,steal,2,0,1,ril,3,i,1,4,8.36,stil,4,i,1,5,8.1,3,2,1
seal,steal,5,0,1,sil,3,i,1,4,7.85,stil,4,i,1,5,8.1,1,1,3
steak,steal,1,0,0,stek,4,e,1,5,8.64,stil,4,i,1,5,8.1,1,2,0
steel,steal,9,0,1,stil,4,i,1,5,7.8,stil,4,i,1,5,8.1,1,0,3
steep,steal,1,0,1,stip,4,i,1,5,7.48,stil,4,i,1,5,8.1,2,1,0
stew,steal,1,0,0,stu,3,u,1,4,6.8,stil,4,i,1,5,8.1,2,2,0
thief,steal,2,1,0,Tif,3,i,1,5,9.85,stil,4,i,1,5,8.1,5,3,1
veal,steal,4,0,1,vil,3,i,1,4,7.58,stil,4,i,1,5,8.1,2,2,2
beam,steam,2,0,1,bim,3,i,1,4,8.21,stim,4,i,1,5,6.3,2,2,1
cream,steam,1,0,1,krim,4,i,1,5,6.86,stim,4,i,1,5,6.3,2,2,0
dream,steam,2,0,1,drim,4,i,1,5,6.05,stim,4,i,1,5,6.3,2,2,1
scheme,steam,1,0,1,skim,4,i,1,6,6.58,stim,4,i,1,5,6.3,4,1,0
screen,steam,1,0,0,skrin,5,i,1,6,3.42,stim,4,i,1,5,6.3,4,3,0
seam,steam,3,0,1,sim,3,i,1,4,8.58,stim,4,i,1,5,6.3,1,1,2
stem,steam,6,0,0,stEm,4,E,1,4,8.82,stim,4,i,1,5,6.3,1,1,3
stream,steam,2,0,1,strim,5,i,1,6,8.37,stim,4,i,1,5,6.3,1,1,1
tea,steam,1,0,0,ti,2,i,1,3,7.85,stim,4,i,1,5,6.3,2,2,0
team,steam,3,0,1,tim,3,i,1,4,6.86,stim,4,i,1,5,6.3,1,1,2
theme,steam,1,0,1,Tim,3,i,1,5,11.1,stim,4,i,1,5,6.3,4,2,0
fiend,steamed,1,0,0,find,4,i,1,5,11.29,stimd,5,i,1,7,5.8,5,3,0
bead,steed,1,0,1,bid,3,i,1,4,9.44,stid,4,i,1,5,7.7,3,2,0
breed,steed,1,0,1,brid,4,i,1,5,7.68,stid,4,i,1,5,7.7,2,2,0
greed,steed,5,0,1,grid,4,i,1,5,8.17,stid,4,i,1,5,7.7,2,2,3
heed,steed,4,0,1,hid,3,i,1,4,7.66,stid,4,i,1,5,7.7,2,2,2
lead,steed,1,0,1,lid,3,i,1,4,8.49,stid,4,i,1,5,7.7,3,2,0
leave,steed,1,0,0,liv,3,i,1,5,5.55,stid,4,i,1,5,7.7,5,3,0
need,steed,1,0,1,nid,3,i,1,4,7.21,stid,4,i,1,5,7.7,2,2,0
feel,steel,1,0,1,fil,3,i,1,4,8.94,stil,4,i,1,5,7.8,2,2,0
reel,steel,3,0,1,ril,3,i,1,4,8.36,stil,4,i,1,5,7.8,2,2,2
squeal,steel,1,0,1,skwil,5,i,1,6,6.25,stil,4,i,1,5,7.8,3,2,0
steal,steel,2,0,1,stil,4,i,1,5,8.05,stil,4,i,1,5,7.8,1,0,1
teeth,steel,1,0,0,tiT,3,i,1,5,7.85,stil,4,i,1,5,7.8,3,2,0
veal,steel,1,0,1,vil,3,i,1,4,7.58,stil,4,i,1,5,7.8,3,2,0
beach,steep,1,0,0,bitS,3,i,1,5,7.91,stip,4,i,1,5,7.5,5,4,0
cheap,steep,1,0,1,tSip,3,i,1,5,7.64,stip,4,i,1,5,7.5,3,2,0
creep,steep,2,0,1,krip,4,i,1,5,6.92,stip,4,i,1,5,7.5,2,2,1
deep,steep,3,0,1,dip,3,i,1,4,7.7,stip,4,i,1,5,7.5,2,2,2
keep,steep,2,0,1,kip,3,i,1,4,7.44,stip,4,i,1,5,7.5,2,2,1
leap,steep,3,0,1,lip,3,i,1,4,7.02,stip,4,i,1,5,7.5,3,2,2
reap,steep,3,0,1,rip,3,i,1,4,8.42,stip,4,i,1,5,7.5,3,2,2
reek,steep,1,0,0,rik,3,i,1,4,7.58,stip,4,i,1,5,7.5,3,3,0
sleep,steep,2,0,1,slip,4,i,1,5,6.86,stip,4,i,1,5,7.5,1,1,1
step,steep,6,0,0,stEp,4,E,1,4,6.23,stip,4,i,1,5,7.5,1,1,3
sweep,steep,1,0,1,swip,4,i,1,5,9.2,stip,4,i,1,5,7.5,1,1,0
weep,steep,3,0,1,wip,3,i,1,4,8.24,stip,4,i,1,5,7.5,2,2,2
steep,steeple,1,0,0,stip,4,i,1,5,7.48,sti.pl=,5,i.,2,7,4.9,2,3,0
bear,steer,1,0,0,bEr,3,E,1,4,8.88,stIr,4,I,1,5,7.4,3,3,0
beer,steer,2,0,1,bIr,3,I,1,4,7.39,stIr,4,I,1,5,7.4,2,2,1
cheer,steer,1,0,1,tSIr,3,I,1,5,7.77,stIr,4,I,1,5,7.4,2,2,0
clear,steer,3,0,1,klIr,4,I,1,5,8.19,stIr,4,I,1,5,7.4,3,2,2
dear,steer,2,0,1,dIr,3,I,1,4,9.08,stIr,4,I,1,5,7.4,3,2,1
deer,steer,4,0,1,dIr,3,I,1,4,6.64,stIr,4,I,1,5,7.4,2,2,2
ear,steer,2,0,1,Ir,2,I,1,3,9.6,stIr,4,I,1,5,7.4,3,2,1
fear,steer,1,0,1,fIr,3,I,1,4,9.24,stIr,4,I,1,5,7.4,3,2,0
gear,steer,1,0,1,gIr,3,I,1,4,9.06,stIr,4,I,1,5,7.4,3,2,0
here,steer,1,0,1,hIr,3,I,1,4,7.96,stIr,4,I,1,5,7.4,4,2,0
peer,steer,3,0,1,pIr,3,I,1,4,6.72,stIr,4,I,1,5,7.4,2,2,2
pier,steer,3,0,1,pIr,3,I,1,4,6.61,stIr,4,I,1,5,7.4,3,2,2
rear,steer,3,0,1,rIr,3,I,1,4,9.34,stIr,4,I,1,5,7.4,3,2,2
stare,steer,1,0,0,stEr,4,E,1,5,9.15,stIr,4,I,1,5,7.4,3,1,0
stern,steer,1,0,0,st3`n,4,3`,1,5,7.93,stIr,4,I,1,5,7.4,2,3,0
stir,steer,1,0,0,st3`,3,3`,1,4,11.31,stIr,4,I,1,5,7.4,2,2,0
veer,steer,12,0,1,vIr,3,I,1,4,7.32,stIr,4,I,1,5,7.4,2,2,3
wear,steer,1,0,0,wEr,3,E,1,4,8.72,stIr,4,I,1,5,7.4,3,3,0
year,steer,3,0,1,jIr,3,I,1,4,9.05,stIr,4,I,1,5,7.4,3,2,2
fierce,steers,1,0,0,fIrs,4,I,1,6,7.35,stIrz,5,I,1,6,4.8,5,3,0
gem,stem,3,0,1,dZEm,3,E,1,3,7.93,stEm,4,E,1,4,8.8,2,2,2
hem,stem,7,0,1,hEm,3,E,1,3,7.14,stEm,4,E,1,4,8.8,2,2,3
step,stem,1,0,0,stEp,4,E,1,4,6.23,stEm,4,E,1,4,8.8,1,1,0
stern,stem,1,0,0,st3`n,4,3`,1,5,7.93,stEm,4,E,1,4,8.8,2,3,0
bench,stench,4,0,1,bEntS,4,E,1,5,6.95,stEntS,5,E,1,6,1.6,2,2,2
clench,stench,8,0,1,klEntS,5,E,1,6,4.19,stEntS,5,E,1,6,1.6,2,2,3
drench,stench,3,0,1,drEntS,5,E,1,6,8.44,stEntS,5,E,1,6,1.6,2,2,2
fence,stench,1,0,1,fEns,4,E,1,5,8.03,stEntS,5,E,1,6,1.6,3,4,0
launch,stench,2,0,0,lOntS,4,O,1,6,3.29,stEntS,5,E,1,6,1.6,3,3,1
pinch,stench,1,0,0,pIntS,4,I,1,5,7.32,stEntS,5,E,1,6,1.6,3,3,0
quench,stench,9,0,1,kwEntS,5,E,1,6,1.95,stEntS,5,E,1,6,1.6,2,2,3
starch,stench,1,0,0,stArtS,5,A,1,6,4.29,stEntS,5,E,1,6,1.6,2,2,0
stink,stench,1,1,0,stINk,5,I,1,5,6.66,stEntS,5,E,1,6,1.6,3,4,0
wrench,stench,4,0,1,rEntS,4,E,1,6,6.81,stEntS,5,E,1,6,1.6,2,2,2
steep,step,4,0,0,stip,4,i,1,5,7.48,stEp,4,E,1,4,6.2,1,1,2
depth,steps,1,0,0,dEpT,4,E,1,5,11.26,stEps,5,E,1,5,5.7,4,3,0
learn,stern,2,0,1,l3`n,3,3`,1,5,6.06,st3`n,4,3`,1,5,7.9,3,2,1
term,stern,1,0,0,t3`m,3,3`,1,4,7.18,st3`n,4,3`,1,5,7.9,2,2,0
torn,stern,1,0,0,tOrn,4,O,1,4,7.5,st3`n,4,3`,1,5,7.9,2,3,0
yearn,stern,2,0,1,j3`n,3,3`,1,5,8.1,st3`n,4,3`,1,5,7.9,3,2,1
leave,steve,1,0,1,liv,3,i,1,5,5.55,stiv,4,i,1,5,5.8,3,2,0
weave,steve,2,0,1,wiv,3,i,1,5,9.12,stiv,4,i,1,5,5.8,3,2,1
brew,stew,7,0,1,bru,3,?,1,4,8,stu,3,u,1,4,6.8,2,2,3
chew,stew,3,0,1,tSu,2,?,1,4,6.23,stu,3,u,1,4,6.8,2,2,2
crew,stew,2,0,1,kru,3,?,1,4,7.77,stu,3,u,1,4,6.8,2,2,1
dew,stew,3,0,1,du,2,u,1,3,8.4,stu,3,u,1,4,6.8,2,2,2
do,stew,1,0,0,du,2,u,1,2,10.71,stu,3,u,1,4,6.8,4,2,0
few,stew,3,0,1,fju,3,?,1,3,7.63,stu,3,u,1,4,6.8,2,2,2
flu,stew,3,0,1,flu,3,?,1,3,9.04,stu,3,u,1,4,6.8,4,2,2
glue,stew,1,0,1,glu,3,?,1,4,7.2,stu,3,u,1,4,6.8,4,2,0
new,stew,1,0,1,nu,2,u,1,3,7.84,stu,3,u,1,4,6.8,2,2,0
screw,stew,1,0,1,skru,4,?,1,5,3.95,stu,3,u,1,4,6.8,2,2,0
sew,stew,1,0,0,so,2,o,1,3,8.96,stu,3,u,1,4,6.8,1,2,0
sue,stew,1,0,1,su,2,u,1,3,9.05,stu,3,u,1,4,6.8,2,1,0
tow,stew,1,0,0,to,2,o,1,3,9.26,stu,3,u,1,4,6.8,2,2,0
view,stew,3,0,1,vju,3,?,1,4,5.07,stu,3,u,1,4,6.8,2,2,2
who,stew,1,0,0,hu,2,u,1,3,8.19,stu,3,u,1,4,6.8,4,2,0
you,stew,1,0,0,ju,2,u,1,3,6.14,stu,3,u,1,4,6.8,4,2,0
new,stews,1,0,0,nu,2,u,1,3,7.84,stuz,4,u,1,5,5,3,3,0
brick,stick,4,0,1,brIk,4,I,1,5,6.95,stIk,4,I,1,5,8.5,2,2,2
chick,stick,2,0,1,tSIk,3,I,1,5,8.12,stIk,4,I,1,5,8.5,2,2,1
click,stick,1,0,1,klIk,4,I,1,5,6.8,stIk,4,I,1,5,8.5,2,2,0
clique,stick,2,0,0,klik,4,i,1,6,2.25,stIk,4,I,1,5,8.5,5,3,1
flick,stick,2,0,1,flIk,4,I,1,5,7.44,stIk,4,I,1,5,8.5,2,2,1
kick,stick,7,0,1,kIk,3,I,1,4,8.59,stIk,4,I,1,5,8.5,2,2,3
lick,stick,9,0,1,lIk,3,I,1,4,9.13,stIk,4,I,1,5,8.5,2,2,3
pick,stick,6,0,1,pIk,3,I,1,4,8.07,stIk,4,I,1,5,8.5,2,2,3
prick,stick,6,0,1,prIk,4,I,1,5,6.82,stIk,4,I,1,5,8.5,2,2,3
quick,stick,8,0,1,kwIk,4,I,1,5,6.97,stIk,4,I,1,5,8.5,2,2,3
sick,stick,4,0,1,sIk,3,I,1,4,8.38,stIk,4,I,1,5,8.5,1,1,2
slick,stick,3,0,1,slIk,4,I,1,5,7.74,stIk,4,I,1,5,8.5,1,1,2
spit,stick,1,0,0,spIt,4,I,1,4,7.49,stIk,4,I,1,5,8.5,3,2,0
steak,stick,1,0,0,stek,4,e,1,5,8.64,stIk,4,I,1,5,8.5,2,1,0
stuck,stick,2,1,0,stVk,4,?,1,5,7.78,stIk,4,I,1,5,8.5,1,1,1
thick,stick,3,0,1,TIk,3,I,1,5,10.37,stIk,4,I,1,5,8.5,2,2,2
tick,stick,5,0,1,tIk,3,I,1,4,8.37,stIk,4,I,1,5,8.5,1,1,3
trick,stick,7,0,1,trIk,4,I,1,5,7.63,stIk,4,I,1,5,8.5,2,2,3
twig,stick,2,0,0,twIg,4,I,1,4,6.79,stIk,4,I,1,5,8.5,4,3,1
wick,stick,8,0,1,wIk,3,I,1,4,8.71,stIk,4,I,1,5,8.5,2,2,3
fix,sticks,4,0,1,fIks,4,I,1,3,7.94,stIks,5,I,1,6,6.5,5,2,2
mix,sticks,5,0,1,mIks,4,I,1,3,8.67,stIks,5,I,1,6,6.5,5,2,3
six,sticks,8,0,1,sIks,4,I,1,3,8.39,stIks,5,I,1,6,6.5,4,1,3
stiff,sticky,1,0,0,stIf,4,I,1,5,9.01,stIk.i,5,I,2,6,6.8,3,3,0
fib,stiff,1,0,0,fIb,3,I,1,3,7.43,stIf,4,I,1,5,9,4,3,0
fifth,stiff,1,0,0,fIfT,4,I,1,5,7.09,stIf,4,I,1,5,9,4,3,0
if,stiff,2,0,1,If,2,I,1,2,11.55,stIf,4,I,1,5,9,3,2,1
myth,stiff,2,0,0,mIT,3,I,1,4,8.03,stIf,4,I,1,5,9,5,3,1
sniff,stiff,3,0,1,snIf,4,I,1,5,7.24,stIf,4,I,1,5,9,1,1,2
staff,stiff,2,0,0,staf,4,a,1,5,10.29,stIf,4,I,1,5,9,1,1,1
stick,stiff,1,0,0,stIk,4,I,1,5,8.53,stIf,4,I,1,5,9,2,1,0
stuff,stiff,1,0,0,stVf,4,?,1,5,8.03,stIf,4,I,1,5,9,1,1,0
thrift,stiff,1,0,0,TrIft,5,I,1,6,4.93,stIf,4,I,1,5,9,4,3,0
bill,still,1,0,1,bIl,3,I,1,4,8.34,stIl,4,I,1,5,6.6,2,2,0
dill,still,1,0,1,dIl,3,I,1,4,9.05,stIl,4,I,1,5,6.6,2,2,0
drill,still,1,0,1,drIl,4,I,1,5,5.2,stIl,4,I,1,5,6.6,2,2,0
frill,still,3,0,1,frIl,4,I,1,5,6.84,stIl,4,I,1,5,6.6,2,2,2
gill,still,2,0,1,gIl,3,I,1,4,8.31,stIl,4,I,1,5,6.6,2,2,1
grill,still,1,0,1,grIl,4,I,1,5,6.11,stIl,4,I,1,5,6.6,2,2,0
ill,still,2,0,1,Il,2,I,1,3,9.36,stIl,4,I,1,5,6.6,2,2,1
mill,still,2,0,1,mIl,3,I,1,4,8.49,stIl,4,I,1,5,6.6,2,2,1
quill,still,2,0,1,kwIl,4,I,1,5,6.5,stIl,4,I,1,5,6.6,2,2,1
silk,still,1,0,0,sIlk,4,I,1,4,6.6,stIl,4,I,1,5,6.6,2,2,0
sill,still,8,0,1,sIl,3,I,1,4,8.79,stIl,4,I,1,5,6.6,1,1,3
spill,still,1,0,1,spIl,4,I,1,5,7.9,stIl,4,I,1,5,6.6,1,1,0
staff,still,1,0,0,staf,4,a,1,5,10.29,stIl,4,I,1,5,6.6,3,2,0
stiff,still,1,0,0,stIf,4,I,1,5,9.01,stIl,4,I,1,5,6.6,2,1,0
style,still,1,0,0,staIl,4,aI,1,5,6.1,stIl,4,I,1,5,6.6,2,1,0
will,still,3,0,1,wIl,3,I,1,4,8.54,stIl,4,I,1,5,6.6,2,2,2
guilt,stilt,1,0,1,gIlt,4,I,1,5,8.07,stIlt,5,I,1,5,7.4,2,2,0
kilt,stilt,2,0,1,kIlt,4,I,1,4,6,stIlt,5,I,1,5,7.4,2,2,1
bring,sting,2,0,1,brIN,4,I,1,5,7.32,stIN,4,I,1,5,7.1,2,2,1
fling,sting,1,0,1,flIN,4,I,1,5,6.96,stIN,4,I,1,5,7.1,2,2,0
ring,sting,3,0,1,rIN,3,I,1,4,7.36,stIN,4,I,1,5,7.1,2,2,2
sing,sting,3,0,1,sIN,3,I,1,4,8.14,stIN,4,I,1,5,7.1,1,1,2
string,sting,3,0,1,strIN,5,I,1,6,7.31,stIN,4,I,1,5,7.1,1,1,2
strong,sting,1,0,0,strON,5,O,1,6,6.73,stIN,4,I,1,5,7.1,2,2,0
swing,sting,1,0,1,swIN,4,I,1,5,7.06,stIN,4,I,1,5,7.1,1,1,0
thing,sting,1,0,1,TIN,3,I,1,5,7.78,stIN,4,I,1,5,7.1,2,2,0
wing,sting,3,0,1,wIN,3,I,1,4,8.12,stIN,4,I,1,5,7.1,2,2,2
sting,stingy,1,1,0,stIN,4,I,1,5,7.11,stIn.dZi,6,I,2,6,3.8,1,5,0
drink,stink,8,0,1,drINk,5,I,1,5,5.11,stINk,5,I,1,5,6.7,2,2,3
ink,stink,5,0,1,INk,3,I,1,3,8.3,stINk,5,I,1,5,6.7,2,2,3
link,stink,3,0,1,lINk,4,I,1,4,7.21,stINk,5,I,1,5,6.7,2,2,2
mink,stink,6,0,1,mINk,4,I,1,4,8.43,stINk,5,I,1,5,6.7,2,2,3
pink,stink,5,0,1,pINk,4,I,1,4,7.61,stINk,5,I,1,5,6.7,2,2,3
shrink,stink,3,0,1,SrINk,5,I,1,6,6.35,stINk,5,I,1,5,6.7,2,2,2
sink,stink,6,0,1,sINk,4,I,1,4,7.73,stINk,5,I,1,5,6.7,1,1,3
think,stink,1,0,1,TINk,4,I,1,5,8.14,stINk,5,I,1,5,6.7,2,2,0
dent,stint,1,0,0,dEnt,4,E,1,4,8.33,stInt,5,I,1,5,6.8,3,3,0
gin,stint,1,0,0,dZIn,3,I,1,3,9,stInt,5,I,1,5,6.8,3,3,0
hint,stint,5,0,1,hInt,4,I,1,4,7.44,stInt,5,I,1,5,6.8,2,2,3
joint,stint,1,0,0,dZOInt,4,OI,1,5,8,stInt,5,I,1,5,6.8,2,3,0
lint,stint,5,0,1,lInt,4,I,1,4,8.11,stInt,5,I,1,5,6.8,2,2,3
mint,stint,2,0,1,mInt,4,I,1,4,7.42,stInt,5,I,1,5,6.8,2,2,1
pint,stint,2,0,0,paInt,4,aI,1,4,7.3,stInt,5,I,1,5,6.8,2,2,1
print,stint,7,0,1,prInt,5,I,1,5,7.38,stInt,5,I,1,5,6.8,2,2,3
sin,stint,1,0,0,sIn,3,I,1,3,8.97,stInt,5,I,1,5,6.8,2,2,0
squint,stint,2,0,1,skwInt,6,I,1,6,7.22,stInt,5,I,1,5,6.8,2,2,1
tint,stint,6,0,1,tInt,4,I,1,4,7.1,stInt,5,I,1,5,6.8,1,1,3
blur,stir,5,0,1,bl3`,3,3`,1,4,8.34,st3`,3,3`,1,4,11.3,3,2,3
cure,stir,2,0,0,kjUr,4,U,1,4,7.98,st3`,3,3`,1,4,11.3,4,4,1
her,stir,2,0,1,h3`,2,3`,1,3,7.33,st3`,3,3`,1,4,11.3,3,2,1
sure,stir,2,0,1,SUr,3,U,1,4,7.15,st3`,3,3`,1,4,11.3,3,4,1
ditch,stitch,1,0,1,dItS,3,I,1,5,7.68,stItS,4,I,1,6,7.8,2,2,0
hitch,stitch,3,0,1,hItS,3,I,1,5,7.37,stItS,4,I,1,6,7.8,2,2,2
itch,stitch,5,0,1,ItS,2,I,1,4,7.84,stItS,4,I,1,6,7.8,2,2,3
pitch,stitch,2,0,1,pItS,3,I,1,5,7.61,stItS,4,I,1,6,7.8,2,2,1
rich,stitch,3,0,1,rItS,3,I,1,4,8.01,stItS,4,I,1,6,7.8,3,2,2
wish,stitch,1,0,0,wIS,3,I,1,4,9.09,stItS,4,I,1,6,7.8,4,3,0
witch,stitch,2,0,1,wItS,3,I,1,5,7.56,stItS,4,I,1,6,7.8,2,2,1
block,stock,1,0,1,blAk,4,A,1,5,8.09,stAk,4,A,1,5,8.3,2,2,0
clock,stock,1,0,1,klAk,4,A,1,5,7.35,stAk,4,A,1,5,8.3,2,2,0
dock,stock,2,0,1,dAk,3,A,1,4,8.11,stAk,4,A,1,5,8.3,2,2,1
lock,stock,2,0,1,lAk,3,A,1,4,7.97,stAk,4,A,1,5,8.3,2,2,1
off,stock,1,0,0,Of,2,O,1,3,5.59,stAk,4,A,1,5,8.3,4,4,0
rock,stock,3,0,1,rAk,3,A,1,4,7.14,stAk,4,A,1,5,8.3,2,2,2
shock,stock,2,0,1,SAk,3,A,1,5,7.2,stAk,4,A,1,5,8.3,1,2,1
sock,stock,4,0,1,sAk,3,A,1,4,8.01,stAk,4,A,1,5,8.3,1,1,2
walk,stock,1,0,1,wOk,3,O,1,4,6.69,stAk,4,A,1,5,8.3,4,3,0
stock,stocking,1,1,0,stAk,4,A,1,5,8.29,stAk.IN,6,A,2,8,6.8,3,3,0
fox,stocks,1,0,1,fAks,4,A,1,3,8.31,stAks,5,A,1,6,6.2,5,2,0
broke,stoke,3,0,1,brok,4,o,1,5,7.76,stok,4,o,1,5,8.8,2,2,2
coke,stoke,2,0,1,kok,3,o,1,4,8.46,stok,4,o,1,5,8.8,2,2,1
croak,stoke,4,0,1,krok,4,o,1,5,6.9,stok,4,o,1,5,8.8,4,2,2
joke,stoke,2,0,1,dZok,3,o,1,4,7.1,stok,4,o,1,5,8.8,2,2,1
oak,stoke,1,0,1,ok,2,o,1,3,5.58,stok,4,o,1,5,8.8,4,2,0
smoke,stoke,3,0,1,smok,4,o,1,5,6.43,stok,4,o,1,5,8.8,1,1,2
soak,stoke,1,0,1,sok,3,o,1,4,5.85,stok,4,o,1,5,8.8,3,1,0
stock,stoke,1,0,0,stAk,4,A,1,5,8.29,stok,4,o,1,5,8.8,2,1,0
stroke,stoke,2,0,1,strok,5,o,1,6,7.13,stok,4,o,1,5,8.8,1,1,1
bowl,stole,3,0,1,bol,3,o,1,4,5.51,stol,4,o,1,5,7.3,4,2,2
coal,stole,2,0,1,kol,3,o,1,4,7.65,stol,4,o,1,5,7.3,4,2,1
doll,stole,1,0,0,dAl,3,A,1,4,7.13,stol,4,o,1,5,7.3,3,3,0
goal,stole,1,0,1,gol,3,o,1,4,6.2,stol,4,o,1,5,7.3,4,2,0
hole,stole,2,0,1,hol,3,o,1,4,8.13,stol,4,o,1,5,7.3,2,2,1
mole,stole,2,0,1,mol,3,o,1,4,7.77,stol,4,o,1,5,7.3,2,2,1
pole,stole,1,0,1,pol,3,o,1,4,7.53,stol,4,o,1,5,7.3,2,2,0
roll,stole,2,0,1,rol,3,o,1,4,6.56,stol,4,o,1,5,7.3,3,2,1
sole,stole,2,0,1,sol,3,o,1,4,8.47,stol,4,o,1,5,7.3,1,1,1
whole,stole,1,0,1,hol,3,o,1,5,7.41,stol,4,o,1,5,7.3,2,2,0
ache,stomach,1,1,1,ek,2,e,1,4,6.82,stV.m@k,6,?,2,7,2.2,5,6,0
bomb,stomp,1,0,0,bAm,3,A,1,4,7.54,stAmp,5,A,1,5,5.2,3,3,0
stamp,stomp,1,0,0,stamp,5,a,1,5,6.88,stAmp,5,A,1,5,5.2,1,1,0
swamp,stomp,2,0,1,swAmp,5,A,1,5,6.87,stAmp,5,A,1,5,5.2,2,1,1
bone,stone,5,0,1,bon,3,o,1,4,7.68,ston,4,o,1,5,6.85,2,2,3
loan,stone,1,0,1,lon,3,o,1,4,6.36,ston,4,o,1,5,6.85,4,2,0
one,stone,1,0,0,wVn,3,?,1,3,7.58,ston,4,o,1,5,6.85,2,3,0
good,stood,3,0,1,gUd,3,U,1,4,8.03,stUd,4,U,1,5,5.4,2,2,2
hood,stood,3,0,1,hUd,3,U,1,4,7.97,stUd,4,U,1,5,5.4,2,2,2
mood,stood,1,0,0,mud,3,u,1,4,8.7,stUd,4,U,1,5,5.4,2,3,0
stage,stood,1,0,0,stedZ,4,e,1,5,6.59,stUd,4,U,1,5,5.4,3,2,0
stand,stood,1,1,0,stand,5,a,1,5,4.25,stUd,4,U,1,5,5.4,2,2,0
stove,stood,1,0,0,stov,4,o,1,5,8.29,stUd,4,U,1,5,5.4,2,2,0
wood,stood,6,0,1,wUd,3,U,1,4,7.31,stUd,4,U,1,5,5.4,2,2,3
rouge,stooge,1,0,1,ruZ,3,u,1,5,7.75,studZ,4,u,1,6,1.1,3,3,0
cool,stool,3,0,1,kul,3,u,1,4,7.65,stul,4,u,1,5,7.5,2,2,2
fool,stool,1,0,1,ful,3,u,1,4,8.82,stul,4,u,1,5,7.5,2,2,0
full,stool,1,0,0,fUl,3,U,1,4,7.92,stul,4,u,1,5,7.5,4,3,0
mule,stool,4,0,1,mjul,4,u,1,4,7.03,stul,4,u,1,5,7.5,5,2,2
pool,stool,5,0,1,pul,3,u,1,4,8.47,stul,4,u,1,5,7.5,2,2,3
rule,stool,1,0,1,rul,3,u,1,4,6.54,stul,4,u,1,5,7.5,5,2,0
spool,stool,2,0,1,spul,4,u,1,5,6.57,stul,4,u,1,5,7.5,1,1,1
tool,stool,3,0,1,tul,3,u,1,4,8.68,stul,4,u,1,5,7.5,1,1,2
wool,stool,3,0,0,wUl,3,U,1,4,8.72,stul,4,u,1,5,7.5,2,3,2
coup,stoop,2,0,0,ku,2,u,1,4,6.03,stup,4,u,1,5,5.8,3,3,1
douche,stoop,1,0,0,duS,3,u,1,6,6.13,stup,4,u,1,5,5.8,6,3,0
group,stoop,1,0,1,grup,4,u,1,5,5.27,stup,4,u,1,5,5.8,3,2,0
hoop,stoop,1,0,1,hup,3,u,1,4,7.52,stup,4,u,1,5,5.8,2,2,0
loop,stoop,3,0,1,lup,3,u,1,4,7.11,stup,4,u,1,5,5.8,2,2,2
route,stoop,1,0,0,rut,3,u,1,5,5.93,stup,4,u,1,5,5.8,5,3,0
soup,stoop,3,0,1,sup,3,u,1,4,7.49,stup,4,u,1,5,5.8,2,1,2
blot,stop,1,0,0,blAt,4,A,1,4,8.44,stAp,4,A,1,4,7.2,3,3,0
cop,stop,3,0,1,kAp,3,A,1,3,7.78,stAp,4,A,1,4,7.2,2,2,2
drop,stop,4,0,1,drAp,4,A,1,4,7.93,stAp,4,A,1,4,7.2,2,2,2
halt,stop,2,0,0,hOlt,4,O,1,4,7.45,stAp,4,A,1,4,7.2,4,4,1
hoop,stop,1,0,0,hup,3,u,1,4,7.52,stAp,4,A,1,4,7.2,2,3,0
hop,stop,1,0,1,hAp,3,A,1,3,7.59,stAp,4,A,1,4,7.2,2,2,0
