Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N,word_dist,pron_dist,category
bliss,swiss,1,0,1,blIs,4,I,1,5,6.46,swIs,4,I,1,5,5,2,2,0
flick,switch,1,0,0,flIk,4,I,1,5,7.44,swItS,4,I,1,6,6.2,4,4,0
pick,switch,1,0,0,pIk,3,I,1,4,8.07,swItS,4,I,1,6,6.2,4,4,0
rich,switch,2,0,1,rItS,3,I,1,4,8.01,swItS,4,I,1,6,6.2,3,2,1
witch,switch,6,0,1,wItS,3,I,1,5,7.56,swItS,4,I,1,6,6.2,1,1,3
moon,swoon,4,0,1,mun,3,u,1,4,7.16,swun,4,u,1,5,7.4,2,2,2
soon,swoon,2,0,1,sun,3,u,1,4,7.02,swun,4,u,1,5,7.4,1,1,1
tune,swoon,2,0,1,tun,3,u,1,4,7.54,swun,4,u,1,5,7.4,5,2,1
loop,swoop,3,0,1,lup,3,u,1,4,7.11,swup,4,u,1,5,6.3,2,2,2
bored,sword,1,0,1,bOrd,4,O,1,5,5.18,sOrd,4,O,1,5,6.7,3,1,0
ford,sword,3,0,1,fOrd,4,O,1,4,8.89,sOrd,4,O,1,5,6.7,2,1,2
word,sword,5,0,0,w3`d,3,3`,1,4,7.74,sOrd,4,O,1,5,6.7,1,3,3
corn,sworn,1,0,1,kOrn,4,O,1,4,7.74,swOrn,5,O,1,5,6.7,2,2,0
warm,sworn,1,0,0,wOrm,4,O,1,4,8.05,swOrn,5,O,1,5,6.7,3,2,0
bum,swum,1,0,1,bVm,3,?,1,3,8.67,swVm,4,?,1,4,7.3,2,2,0
plum,swum,1,0,1,plVm,4,?,1,4,7.49,swVm,4,?,1,4,7.3,2,2,0
swing,swung,1,1,0,swIN,4,I,1,5,7.06,swVN,4,?,1,5,6.9,1,1,0
singe,syringe,2,0,0,sIndZ,4,I,1,5,7.73,s@.rIndZ,6,I,2,7,2.2,2,3,1
cab,tab,10,0,1,kab,3,a,1,3,8.3,tab,3,a,1,3,8,1,1,3
grab,tab,2,0,1,grab,4,a,1,4,7.48,tab,3,a,1,3,8,2,2,1
slab,tab,2,0,1,slab,4,a,1,4,6.15,tab,3,a,1,3,8,2,2,1
swab,tab,1,0,0,swAb,4,A,1,4,7.09,tab,3,a,1,3,8,2,3,0
tact,tacit,1,0,0,takt,4,a,1,4,7.56,ta.sIt,5,a.,2,5,1.6,1,3,0
black,tack,1,0,1,blak,4,a,1,5,7.25,tak,3,a,1,4,9.2,2,2,0
jack,tack,3,0,1,dZak,3,a,1,4,8.82,tak,3,a,1,4,9.2,1,2,2
lack,tack,5,0,1,lak,3,a,1,4,8.08,tak,3,a,1,4,9.2,1,1,3
sack,tack,3,0,1,sak,3,a,1,4,8.48,tak,3,a,1,4,9.2,1,1,2
sharp,tack,1,1,0,SArp,4,A,1,5,6.87,tak,3,a,1,4,9.2,4,4,0
tact,tack,3,0,0,takt,4,a,1,4,7.56,tak,3,a,1,4,9.2,1,1,2
track,tack,2,0,1,trak,4,a,1,5,8.05,tak,3,a,1,4,9.2,1,1,1
yacht,tack,1,0,0,jAt,3,A,1,5,5.02,tak,3,a,1,4,9.2,3,3,0
act,tact,5,0,1,akt,3,a,1,3,8.25,takt,4,a,1,4,7.6,1,1,3
next,tact,1,0,0,nEkst,5,E,1,4,8.57,takt,4,a,1,4,7.6,3,3,0
craft,taft,1,0,1,kraft,5,a,1,5,7.15,taft,4,a,1,4,5.2,2,2,0
raft,taft,3,0,1,raft,4,a,1,4,5.35,taft,4,a,1,4,5.2,1,1,2
bag,tag,8,0,1,bag,3,a,1,3,8.39,tag,3,a,1,3,7.8,1,1,3
flag,tag,4,0,1,flag,4,a,1,4,6.59,tag,3,a,1,3,7.8,2,2,2
nag,tag,3,0,1,nag,3,a,1,3,7.56,tag,3,a,1,3,7.8,1,1,2
shag,tag,2,0,1,Sag,3,a,1,4,6.29,tag,3,a,1,3,7.8,2,1,1
wag,tag,14,0,1,wag,3,a,1,3,8.57,tag,3,a,1,3,7.8,1,1,3
fail,tail,5,0,1,fel,3,e,1,4,7.94,tel,3,e,1,4,8,1,1,3
frail,tail,3,0,1,frel,4,e,1,5,7.35,tel,3,e,1,4,8,2,2,2
jail,tail,1,0,1,dZel,3,e,1,4,8.12,tel,3,e,1,4,8,1,2,0
male,tail,1,0,1,mel,3,e,1,4,7.75,tel,3,e,1,4,8,3,1,0
pail,tail,2,0,1,pel,3,e,1,4,8.03,tel,3,e,1,4,8,1,1,1
sail,tail,2,0,1,sel,3,e,1,4,8.47,tel,3,e,1,4,8,1,1,1
scale,tail,1,0,1,skel,4,e,1,5,6.35,tel,3,e,1,4,8,4,2,0
tale,tail,7,0,1,tel,3,e,1,4,7.86,tel,3,e,1,4,8,2,0,3
trail,tail,2,0,1,trel,4,e,1,5,7.06,tel,3,e,1,4,8,1,1,1
faint,taint,7,0,1,fent,4,e,1,5,7.02,tent,4,e,1,5,7.2,1,1,3
paint,taint,21,0,1,pent,4,e,1,5,7.98,tent,4,e,1,5,7.2,1,1,3
bake,take,3,0,1,bek,3,e,1,4,8.41,tek,3,e,1,4,8.1,1,1,2
break,take,11,0,1,brek,4,e,1,5,6.72,tek,3,e,1,4,8.1,4,2,3
faith,take,1,0,0,feT,3,e,1,5,6.15,tek,3,e,1,4,8.1,4,2,0
flake,take,1,0,1,flek,4,e,1,5,7.42,tek,3,e,1,4,8.1,2,2,0
lace,take,1,0,0,les,3,e,1,4,7.28,tek,3,e,1,4,8.1,2,2,0
late,take,1,0,0,let,3,e,1,4,7.14,tek,3,e,1,4,8.1,2,2,0
rake,take,6,0,1,rek,3,e,1,4,9.17,tek,3,e,1,4,8.1,1,1,3
shake,take,3,0,1,Sek,3,e,1,5,7.54,tek,3,e,1,4,8.1,2,1,2
stake,take,10,0,1,stek,4,e,1,5,7.8,tek,3,e,1,4,8.1,1,1,3
steak,take,8,0,1,stek,4,e,1,5,8.64,tek,3,e,1,4,8.1,3,1,3
tank,take,1,0,0,taNk,4,a,1,4,7.65,tek,3,e,1,4,8.1,2,2,0
trace,take,1,0,0,tres,4,e,1,5,8.17,tek,3,e,1,4,8.1,2,2,0
yak,take,1,0,0,jak,3,a,1,3,6.7,tek,3,e,1,4,8.1,2,2,0
elk,talc,1,0,0,Elk,3,E,1,3,7.57,talk,4,a,1,4,8.6,3,2,0
talk,talc,1,0,0,tOk,3,O,1,4,7.1,talk,4,a,1,4,8.6,1,2,0
hail,tale,1,0,1,hel,3,e,1,4,8.48,tel,3,e,1,4,7.9,3,1,0
pail,tale,1,0,1,pel,3,e,1,4,8.03,tel,3,e,1,4,7.9,3,1,0
sale,tale,2,0,1,sel,3,e,1,4,8,tel,3,e,1,4,7.9,1,1,1
stale,tale,11,0,1,stel,4,e,1,5,7.83,tel,3,e,1,4,7.9,1,1,3
talc,tale,2,0,0,talk,4,a,1,4,8.56,tel,3,e,1,4,7.9,1,2,1
blab,talk,1,1,0,blab,4,a,1,4,5.85,tOk,3,O,1,4,7.1,4,4,0
gawk,talk,5,0,1,gOk,3,O,1,4,4.9,tOk,3,O,1,4,7.1,2,1,3
lock,talk,1,0,1,lAk,3,A,1,4,7.97,tOk,3,O,1,4,7.1,3,2,0
sock,talk,1,0,1,sAk,3,A,1,4,8.01,tOk,3,O,1,4,7.1,3,2,0
squawk,talk,4,0,1,skwOk,5,O,1,6,3,tOk,3,O,1,4,7.1,4,3,2
stock,talk,1,0,1,stAk,4,A,1,5,8.29,tOk,3,O,1,4,7.1,3,2,0
talc,talk,6,0,0,talk,4,a,1,4,8.56,tOk,3,O,1,4,7.1,1,2,3
talk,talker,1,1,0,tOk,3,O,1,4,7.1,tOk.@`,4,O,2,6,8.2,2,3,0
fox,talks,2,0,1,fAks,4,A,1,3,8.31,tOks,4,O,1,5,6.06,5,2,1
ball,tall,4,0,1,bOl,3,O,1,4,8.14,tOl,3,O,1,4,9,1,1,2
crawl,tall,1,0,1,krOl,4,O,1,5,5.3,tOl,3,O,1,4,9,3,2,0
fall,tall,8,0,1,fOl,3,O,1,4,9.46,tOl,3,O,1,4,9,1,1,3
hall,tall,2,0,1,hOl,3,O,1,4,8.67,tOl,3,O,1,4,9,1,1,1
mall,tall,5,0,1,mOl,3,O,1,4,8.36,tOl,3,O,1,4,9,1,1,3
stall,tall,16,0,1,stOl,4,O,1,5,9.15,tOl,3,O,1,4,9,1,1,3
talc,tall,2,0,0,talk,4,a,1,4,8.56,tOl,3,O,1,4,9,1,2,1
toll,tall,1,0,0,tol,3,o,1,4,7.96,tOl,3,O,1,4,9,1,1,0
stall,taller,1,0,0,stOl,4,O,1,5,9.15,tOl.@`,4,O,2,6,5.9,3,4,0
blame,tame,3,0,1,blem,4,e,1,5,6.96,tem,3,e,1,4,9,2,2,2
fame,tame,2,0,1,fem,3,e,1,4,8.96,tem,3,e,1,4,9,1,1,1
flame,tame,2,0,1,flem,4,e,1,5,7.87,tem,3,e,1,4,9,2,2,1
game,tame,8,0,1,gem,3,e,1,4,7.77,tem,3,e,1,4,9,1,1,3
main,tame,2,0,0,men,3,e,1,4,8.11,tem,3,e,1,4,9,3,2,1
pain,tame,1,0,0,pen,3,e,1,4,7.51,tem,3,e,1,4,9,3,2,0
same,tame,5,0,1,sem,3,e,1,4,9.28,tem,3,e,1,4,9,1,1,3
train,tame,1,0,0,tren,4,e,1,5,8.7,tem,3,e,1,4,9,3,2,0
tame,tamer,1,1,0,tem,3,e,1,4,9.05,tem.@`,4,e,2,5,6.2,1,3,0
bran,tan,4,0,1,bran,4,a,1,4,7.06,tan,3,a,1,3,9.5,2,2,2
fan,tan,10,0,1,fan,3,a,1,3,9.44,tan,3,a,1,3,9.5,1,1,3
hand,tan,1,0,0,hand,4,a,1,4,9.2,tan,3,a,1,3,9.5,2,2,0
man,tan,11,0,1,man,3,a,1,3,9.32,tan,3,a,1,3,9.5,1,1,3
plan,tan,2,0,1,plan,4,a,1,4,8.21,tan,3,a,1,3,9.5,2,2,1
spray,tan,1,1,0,spre,4,?,1,5,4.76,tan,3,a,1,3,9.5,4,4,0
stand,tan,4,0,0,stand,5,a,1,5,4.25,tan,3,a,1,3,9.5,2,2,2
tank,tan,2,0,0,taNk,4,a,1,4,7.65,tan,3,a,1,3,9.5,1,2,1
than,tan,4,0,0,Dan,3,a,1,4,9.06,tan,3,a,1,3,9.5,1,1,2
van,tan,16,0,1,van,3,a,1,3,9.66,tan,3,a,1,3,9.5,1,1,3
gang,tang,2,0,1,gaN,3,a,1,4,8.01,taN,3,a,1,4,7.8,1,1,1
tongue,tang,1,0,0,tVN,3,?,1,6,4.5,taN,3,a,1,4,7.8,3,1,0
blank,tank,9,0,1,blaNk,5,a,1,5,7.26,taNk,4,a,1,4,7.6,2,2,3
pink,tank,1,0,0,pINk,4,I,1,4,7.61,taNk,4,a,1,4,7.6,2,2,0
prank,tank,1,0,1,praNk,5,a,1,5,6.53,taNk,4,a,1,4,7.6,2,2,0
rank,tank,9,0,1,raNk,4,a,1,4,7.52,taNk,4,a,1,4,7.6,1,1,3
spank,tank,7,0,1,spaNk,5,a,1,5,6.18,taNk,4,a,1,4,7.6,2,2,3
thank,tank,13,0,1,TaNk,4,a,1,5,7.13,taNk,4,a,1,4,7.6,1,1,3
brand,tanned,1,0,1,brand,5,a,1,5,6.74,tand,4,a,1,6,6.6,4,2,0
bat,tap,1,0,0,bat,3,a,1,3,9.06,tap,3,a,1,3,8.1,2,2,0
flap,tap,2,0,1,flap,4,a,1,4,7.33,tap,3,a,1,3,8.1,2,2,1
map,tap,9,0,1,map,3,a,1,3,8.3,tap,3,a,1,3,8.1,1,1,3
pat,tap,1,0,0,pat,3,a,1,3,8.73,tap,3,a,1,3,8.1,2,2,0
sap,tap,5,1,1,sap,3,a,1,3,8.33,tap,3,a,1,3,8.1,1,1,3
slap,tap,4,0,1,slap,4,a,1,4,7.18,tap,3,a,1,3,8.1,2,2,2
step,tap,1,0,0,stEp,4,E,1,4,6.23,tap,3,a,1,3,8.1,2,2,0
tape,tap,1,0,0,tep,3,e,1,4,7.3,tap,3,a,1,3,8.1,1,1,0
trap,tap,1,0,1,trap,4,a,1,4,8.3,tap,3,a,1,3,8.1,1,1,0
ape,tape,6,0,1,ep,2,e,1,3,8.72,tep,3,e,1,4,7.3,1,1,3
rape,tape,13,0,1,rep,3,e,1,4,7.53,tep,3,e,1,4,7.3,1,1,3
tap,tape,1,0,0,tap,3,a,1,3,8.11,tep,3,e,1,4,7.3,1,1,0
bar,tar,8,0,1,bAr,3,A,1,3,9.07,tAr,3,A,1,3,9.1,1,1,3
czar,tar,1,0,1,zAr,3,A,1,4,9.9,tAr,3,A,1,3,9.1,2,1,0
large,tar,1,0,0,lArdZ,4,A,1,5,6.94,tAr,3,A,1,3,9.1,3,3,0
star,tar,6,0,1,stAr,4,A,1,4,7.53,tAr,3,A,1,3,9.1,1,1,3
stare,tar,5,0,0,stEr,4,E,1,5,9.15,tAr,3,A,1,3,9.1,2,2,3
tag,tar,1,0,0,tag,3,a,1,3,7.79,tAr,3,A,1,3,9.1,1,2,0
tear,tar,2,0,0,tIr,3,I,1,4,8.48,tAr,3,A,1,3,9.1,1,1,1
fair,tare,1,0,0,fEr,3,E,1,4,7.43,tEr,3,?,1,4,7.7,3,1,0
mare,tare,1,0,0,mEr,3,E,1,4,8.31,tEr,3,?,1,4,7.7,1,1,0
rare,tare,1,0,1,rEr,3,E,1,4,7.99,tEr,3,?,1,4,7.7,1,1,0
square,tare,1,0,1,skwEr,5,E,1,6,7.43,tEr,3,?,1,4,7.7,3,3,0
tar,tare,1,0,1,tAr,3,A,1,3,9.1,tEr,3,?,1,4,7.7,1,1,0
card,tarred,1,0,1,kArd,4,A,1,4,8.37,tArd,4,A,1,6,5.3,3,1,0
arts,tart,2,0,0,Arts,4,A,1,4,7.13,tArt,4,A,1,4,6.8,2,2,1
chart,tart,2,0,1,tSArt,4,A,1,5,7.05,tArt,4,A,1,4,6.8,2,1,1
heart,tart,5,0,1,hArt,4,A,1,5,6.97,tArt,4,A,1,4,6.8,2,1,3
smart,tart,8,0,1,smArt,5,A,1,5,8.03,tArt,4,A,1,4,6.8,2,2,3
torch,tart,1,0,0,tOrtS,4,O,1,5,8.76,tArt,4,A,1,4,6.8,3,2,0
ask,task,22,0,1,ask,3,a,1,3,7.42,task,4,a,1,4,7.8,1,1,3
bass,task,1,0,0,bes,3,e,1,4,7.4,task,4,a,1,4,7.8,2,3,0
flask,task,10,0,1,flask,5,a,1,5,8.14,task,4,a,1,4,7.8,2,2,3
husk,task,1,0,0,hVsk,4,?,1,4,5.8,task,4,a,1,4,7.8,2,2,0
risk,task,1,0,0,rIsk,4,I,1,4,7.84,task,4,a,1,4,7.8,2,2,0
base,taste,1,0,0,bes,3,e,1,4,7.55,test,4,e,1,5,7.6,2,2,0
chase,taste,1,0,0,tSes,3,e,1,5,7.77,test,4,e,1,5,7.6,3,2,0
paste,taste,6,0,1,pest,4,e,1,5,7.34,test,4,e,1,5,7.6,1,1,3
test,taste,1,0,0,tEst,4,E,1,4,8.41,test,4,e,1,5,7.6,2,1,0
waist,taste,5,0,1,west,4,e,1,5,5.84,test,4,e,1,5,7.6,3,1,3
taste,tasty,1,1,0,test,4,e,1,5,7.58,test.i,5,e,2,5,6.9,1,2,0
dot,taught,1,0,0,dAt,3,A,1,3,9.29,tOt,3,O,1,6,8.1,5,2,0
gaunt,taught,1,0,0,gOnt,4,O,1,5,4.98,tOt,3,O,1,6,8.1,3,2,0
rot,taught,1,0,1,rAt,3,A,1,3,8.92,tOt,3,O,1,6,8.1,5,2,0
squat,taught,2,0,1,skwAt,5,A,1,5,5.77,tOt,3,O,1,6,8.1,4,4,1
watch,taught,2,0,0,wAtS,3,A,1,5,7.81,tOt,3,O,1,6,8.1,4,3,1
aunt,taunt,6,0,1,ant,3,a,1,4,7.11,tOnt,4,O,1,5,4.7,1,2,3
haunt,taunt,11,0,1,hOnt,4,O,1,5,4.12,tOnt,4,O,1,5,4.7,1,1,3
short,taunt,1,0,0,SOrt,4,O,1,5,8.06,tOnt,4,O,1,5,4.7,4,2,0
want,taunt,8,0,1,wAnt,4,A,1,4,7.45,tOnt,4,O,1,5,4.7,2,2,3
ax,tax,10,0,1,aks,3,a,1,2,10.8,taks,4,a,1,3,8.2,1,1,3
wax,tax,7,0,1,waks,4,a,1,3,9.24,taks,4,a,1,3,8.2,1,1,3
bee,tea,1,0,1,bi,2,i,1,3,8.37,ti,2,i,1,3,7.9,2,1,0
key,tea,2,0,1,ki,2,i,1,3,7.22,ti,2,i,1,3,7.9,2,1,1
me,tea,3,0,1,mi,2,i,1,2,11.34,ti,2,i,1,3,7.9,2,1,2
sea,tea,2,0,1,si,2,i,1,3,8.52,ti,2,i,1,3,7.9,1,1,1
ski,tea,1,0,1,ski,3,?,1,3,9.58,ti,2,i,1,3,7.9,3,2,0
the,tea,1,0,0,D@,2,D@,1,3,9.45,ti,2,i,1,3,7.9,2,2,0
beach,teach,8,0,1,bitS,3,i,1,5,7.91,titS,3,i,1,5,7.7,1,1,3
breach,teach,8,0,1,britS,4,i,1,6,7.25,titS,3,i,1,5,7.7,2,2,3
peach,teach,5,0,1,pitS,3,i,1,5,8.38,titS,3,i,1,5,7.7,1,1,3
pitch,teach,1,0,0,pItS,3,I,1,5,7.61,titS,3,i,1,5,7.7,3,2,0
reach,teach,15,0,1,ritS,3,i,1,5,7.95,titS,3,i,1,5,7.7,1,1,3
deal,teal,1,0,1,dil,3,i,1,4,8.2,til,3,i,1,4,8,1,1,0
heal,teal,2,0,1,hil,3,i,1,4,8.47,til,3,i,1,4,8,1,1,1
peel,teal,2,0,1,pil,3,i,1,4,7.31,til,3,i,1,4,8,2,1,1
squeal,teal,3,0,1,skwil,5,i,1,6,6.25,til,3,i,1,4,8,3,3,2
steel,teal,2,0,1,stil,4,i,1,5,7.8,til,3,i,1,4,8,2,1,1
veal,teal,5,0,1,vil,3,i,1,4,7.58,til,3,i,1,4,8,1,1,3
cream,team,3,0,1,krim,4,i,1,5,6.86,tim,3,i,1,4,6.9,2,2,2
gene,team,1,0,0,dZin,3,i,1,4,8.65,tim,3,i,1,4,6.9,3,3,0
scheme,team,7,0,1,skim,4,i,1,6,6.58,tim,3,i,1,4,6.9,5,2,3
seam,team,6,0,1,sim,3,i,1,4,8.58,tim,3,i,1,4,6.9,1,1,3
soft,team,1,0,0,sOft,4,O,1,4,7.5,tim,3,i,1,4,6.9,4,4,0
stem,team,1,0,0,stEm,4,E,1,4,8.82,tim,3,i,1,4,6.9,2,2,0
stream,team,5,0,1,strim,5,i,1,6,8.37,tim,3,i,1,4,6.9,2,2,3
tease,team,1,0,0,tiz,3,i,1,5,7.68,tim,3,i,1,4,6.9,2,1,0
theme,team,8,0,1,Tim,3,i,1,5,11.1,tim,3,i,1,4,6.9,3,1,3
bear,tear,6,0,1,bEr,3,E,1,4,8.88,tIr,3,I,1,4,8.5,1,2,3
care,tear,1,0,1,kEr,3,E,1,4,8.66,tIr,3,I,1,4,8.5,3,2,0
ear,tear,3,0,1,Ir,2,I,1,3,9.6,tIr,3,I,1,4,8.5,1,1,2
fear,tear,8,0,1,fIr,3,I,1,4,9.24,tIr,3,I,1,4,8.5,1,1,3
hair,tear,1,0,1,hEr,3,E,1,4,8.68,tIr,3,I,1,4,8.5,3,2,0
hear,tear,1,0,1,hIr,3,I,1,4,8.96,tIr,3,I,1,4,8.5,1,1,0
mare,tear,1,0,1,mEr,3,E,1,4,8.31,tIr,3,I,1,4,8.5,3,2,0
pair,tear,3,0,1,pEr,3,E,1,4,7.73,tIr,3,I,1,4,8.5,3,2,2
pier,tear,1,0,1,pIr,3,I,1,4,6.61,tIr,3,I,1,4,8.5,3,1,0
rear,tear,5,0,1,rIr,3,I,1,4,9.34,tIr,3,I,1,4,8.5,1,1,3
share,tear,1,0,1,SEr,3,E,1,5,7.89,tIr,3,I,1,4,8.5,3,2,0
snare,tear,1,0,1,snEr,4,E,1,5,8.06,tIr,3,I,1,4,8.5,3,3,0
square,tear,2,0,1,skwEr,5,E,1,6,7.43,tIr,3,I,1,4,8.5,4,4,1
stare,tear,3,0,1,stEr,4,E,1,5,9.15,tIr,3,I,1,4,8.5,3,2,2
swear,tear,6,0,1,swEr,4,E,1,5,7.56,tIr,3,I,1,4,8.5,2,3,3
tea,tear,1,0,0,ti,2,i,1,3,7.85,tIr,3,I,1,4,8.5,1,2,0
tease,tear,1,0,0,tiz,3,i,1,5,7.68,tIr,3,I,1,4,8.5,2,2,0
wear,tear,17,1,1,wEr,3,E,1,4,8.72,tIr,3,I,1,4,8.5,1,2,3
year,tear,6,0,1,jIr,3,I,1,4,9.05,tIr,3,I,1,4,8.5,1,1,3
breathe,tease,1,0,0,briD,4,i,1,7,4.36,tiz,3,i,1,5,7.7,4,3,0
cheese,tease,2,0,1,tSiz,3,i,1,6,1.1,tiz,3,i,1,5,7.7,3,1,1
ease,tease,7,0,1,iz,2,i,1,4,8.4,tiz,3,i,1,5,7.7,1,1,3
grease,tease,1,0,0,gris,4,i,1,6,6.22,tiz,3,i,1,5,7.7,2,3,0
seize,tease,5,0,1,siz,3,i,1,5,6.4,tiz,3,i,1,5,7.7,3,1,3
taunt,tease,1,1,0,tOnt,4,O,1,5,4.71,tiz,3,i,1,5,7.7,4,3,0
wheeze,tease,1,0,1,hwiz,4,i,1,6,3.09,tiz,3,i,1,5,7.7,4,2,0
eat,teat,1,0,1,it,2,i,1,3,8.49,tit,3,i,1,4,9.1,1,1,0
neat,teat,1,0,1,nit,3,i,1,4,8.17,tit,3,i,1,4,9.1,1,1,0
check,tech,1,0,1,tSEk,3,E,1,5,7.97,tEk,3,E,1,4,5.3,3,1,0
dead,ted,2,0,1,dEd,3,E,1,4,9.74,tEd,3,E,1,3,8.5,2,1,1
red,ted,1,0,1,rEd,3,E,1,3,8.64,tEd,3,E,1,3,8.5,1,1,0
shed,ted,1,0,1,SEd,3,E,1,4,6.66,tEd,3,E,1,3,8.5,2,1,0
bee,tee,1,0,1,bi,2,i,1,3,8.37,ti,2,i,1,3,8.9,1,1,0
me,tee,1,0,1,mi,2,i,1,2,11.34,ti,2,i,1,3,8.9,2,1,0
steep,tee,1,0,0,stip,4,i,1,5,7.48,ti,2,i,1,3,8.9,2,2,0
teeth,tee,3,0,0,tiT,3,i,1,5,7.85,ti,2,i,1,3,8.9,2,1,2
tree,tee,3,0,1,tri,3,?,1,4,7.42,ti,2,i,1,3,8.9,1,1,2
scheme,teem,1,0,1,skim,4,i,1,6,6.58,tim,3,i,1,4,9.2,4,2,0
seem,teem,1,0,1,sim,3,i,1,4,7.79,tim,3,i,1,4,9.2,1,1,0
teeth,teem,1,0,0,tiT,3,i,1,5,7.85,tim,3,i,1,4,9.2,2,1,0
green,teen,1,0,1,grin,4,i,1,5,7.33,tin,3,i,1,4,7.8,2,2,0
queen,teen,1,0,1,kwin,4,i,1,5,2.97,tin,3,i,1,4,7.8,2,2,0
age,teenager,1,1,0,edZ,2,e,1,3,8.68,tin..edZ.@`,6,i,3,8,5.9,5,8,0
beef,teeth,4,0,0,bif,3,i,1,4,8.99,tiT,3,i,1,5,7.9,3,2,2
brief,teeth,3,0,0,brif,4,i,1,5,6.98,tiT,3,i,1,5,7.9,5,3,2
piece,teeth,1,0,0,pis,3,i,1,5,6.51,tiT,3,i,1,5,7.9,4,2,0
sieve,teeth,1,0,0,sIv,3,I,1,5,9.35,tiT,3,i,1,5,7.9,4,3,0
thief,teeth,1,0,0,Tif,3,i,1,5,9.85,tiT,3,i,1,5,7.9,4,2,0
with,teeth,1,0,0,wIT,3,I,1,4,7.27,tiT,3,i,1,5,7.9,3,2,0
bell,tell,5,0,1,bEl,3,E,1,4,9.5,tEl,3,E,1,4,9.4,1,1,3
elk,tell,1,0,0,Elk,3,E,1,3,7.57,tEl,3,E,1,4,9.4,2,2,0
hell,tell,6,0,1,hEl,3,E,1,4,9.85,tEl,3,E,1,4,9.4,1,1,3
sell,tell,7,0,1,sEl,3,E,1,4,9.51,tEl,3,E,1,4,9.4,1,1,3
smell,tell,6,0,1,smEl,4,E,1,5,9.06,tEl,3,E,1,4,9.4,2,2,3
well,tell,5,0,1,wEl,3,E,1,4,9.15,tEl,3,E,1,4,9.4,1,1,3
else,tells,1,0,0,Els,3,E,1,4,6.09,tElz,4,E,1,5,6.3,3,2,0
hen,ten,3,0,1,hEn,3,E,1,3,8.2,tEn,3,E,1,3,8.5,1,1,2
pen,ten,4,0,1,pEn,3,E,1,3,8.62,tEn,3,E,1,3,8.5,1,1,2
stem,ten,3,0,0,stEm,4,E,1,4,8.82,tEn,3,E,1,3,8.5,2,2,2
tend,ten,2,0,0,tEnd,4,E,1,4,7.16,tEn,3,E,1,3,8.5,1,1,1
tent,ten,3,0,0,tEnt,4,E,1,4,8.75,tEn,3,E,1,3,8.5,1,1,2
term,ten,1,0,0,t3`m,3,3`,1,4,7.18,tEn,3,E,1,3,8.5,2,3,0
bend,tend,3,0,1,bEnd,4,E,1,4,7.92,tEnd,4,E,1,4,7.2,1,1,2
end,tend,1,0,1,End,3,E,1,3,8.57,tEnd,4,E,1,4,7.2,1,1,0
send,tend,1,0,1,sEnd,4,E,1,4,7.68,tEnd,4,E,1,4,7.2,1,1,0
tin,tend,1,0,0,tIn,3,I,1,3,8.72,tEnd,4,E,1,4,7.2,2,2,0
bent,tenet,1,0,0,bEnt,4,E,1,4,8.49,tE.n@t,5,E.,2,5,3.5,2,3,0
dense,tense,8,0,1,dEns,4,E,1,5,7.13,tEns,4,E,1,5,7,1,1,3
hence,tense,1,0,1,hEns,4,E,1,5,7.36,tEns,4,E,1,5,7,2,1,0
bent,tent,3,0,1,bEnt,4,E,1,4,8.49,tEnt,4,E,1,4,8.8,1,1,2
net,tent,1,0,0,nEt,3,E,1,3,9.98,tEnt,4,E,1,4,8.8,2,2,0
scent,tent,2,0,1,sEnt,4,E,1,5,9.05,tEnt,4,E,1,4,8.8,2,1,1
ten,tent,1,0,0,tEn,3,E,1,3,8.51,tEnt,4,E,1,4,8.8,1,1,0
dense,tents,1,0,0,dEns,4,E,1,5,7.13,tEnts,5,E,1,5,6.6,3,2,0
tense,tents,4,0,1,tEns,4,E,1,5,7.03,tEnts,5,E,1,5,6.6,2,1,2
worm,term,3,0,1,w3`m,3,3`,1,4,9.07,t3`m,3,3`,1,4,7.2,2,1,2
burst,terse,1,0,0,b3`st,4,3`,1,5,4.62,t3`s,3,3`,1,5,6.9,3,2,0
nurse,terse,2,0,1,n3`s,3,3`,1,5,7.74,t3`s,3,3`,1,5,6.9,2,1,1
verse,terse,9,0,1,v3`s,3,3`,1,5,5.82,t3`s,3,3`,1,5,6.9,1,1,3
less,tess,1,0,1,lEs,3,E,1,4,6.96,tEs,3,E,1,4,6.9,1,1,0
best,test,1,0,1,bEst,4,E,1,4,8.22,tEst,4,E,1,4,8.4,1,1,0
desk,test,2,0,0,dEsk,4,E,1,4,9.51,tEst,4,E,1,4,8.4,2,2,1
lest,test,4,0,1,lEst,4,E,1,4,9.5,tEst,4,E,1,4,8.4,1,1,2
nest,test,3,0,1,nEst,4,E,1,4,8.88,tEst,4,E,1,4,8.4,1,1,2
press,test,1,0,0,prEs,4,E,1,5,6.35,tEst,4,E,1,4,8.4,3,3,0
stress,test,1,1,0,strEs,5,E,1,6,0.69,tEst,4,E,1,4,8.4,3,3,0
tease,test,2,0,0,tiz,3,i,1,5,7.68,tEst,4,E,1,4,8.4,2,3,1
thief,test,1,0,0,Tif,3,i,1,5,9.85,tEst,4,E,1,4,8.4,4,4,0
