Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N,word_dist,pron_dist,category
stall,stale,1,0,0,stOl,4,O,1,5,9.15,stel,4,e,1,5,7.8,1,1,0
whale,stale,1,0,1,hwel,4,e,1,5,9.73,stel,4,e,1,5,7.8,2,2,0
gawk,stalk,3,0,1,gOk,3,O,1,4,4.9,stOk,4,O,1,5,7.5,3,2,2
knock,stalk,1,0,1,nAk,3,A,1,5,6.45,stOk,4,O,1,5,7.5,4,3,0
stock,stalk,2,0,1,stAk,4,A,1,5,8.29,stOk,4,O,1,5,7.5,2,1,1
talk,stalk,7,0,1,tOk,3,O,1,4,7.1,stOk,4,O,1,5,7.5,1,1,3
all,stall,1,0,1,Ol,2,O,1,3,6.8,stOl,4,O,1,5,9.1,2,2,0
drawl,stall,1,0,1,drOl,4,O,1,5,7.38,stOl,4,O,1,5,9.1,3,2,0
hall,stall,3,0,1,hOl,3,O,1,4,8.67,stOl,4,O,1,5,9.1,2,2,2
mall,stall,5,0,1,mOl,3,O,1,4,8.36,stOl,4,O,1,5,9.1,2,2,3
stale,stall,1,0,0,stel,4,e,1,5,7.83,stOl,4,O,1,5,9.1,1,1,0
toll,stall,1,0,0,tol,3,o,1,4,7.96,stOl,4,O,1,5,9.1,2,2,0
bald,stalled,1,0,1,bOld,4,O,1,4,7.09,stOld,5,O,1,7,4.8,4,2,0
camp,stamp,4,0,1,kamp,4,a,1,4,6.37,stamp,5,a,1,5,6.9,2,2,2
damp,stamp,4,0,1,damp,4,a,1,4,7.1,stamp,5,a,1,5,6.9,2,2,2
stand,stamp,1,0,0,stand,5,a,1,5,4.25,stamp,5,a,1,5,6.9,2,2,0
tramp,stamp,12,0,1,tramp,5,a,1,5,5.69,stamp,5,a,1,5,6.9,2,2,3
fan,stan,1,0,1,fan,3,a,1,3,9.44,stan,4,a,1,4,8.4,2,2,0
plan,stan,5,0,1,plan,4,a,1,4,8.21,stan,4,a,1,4,8.4,2,2,3
branch,stance,1,0,0,brantS,5,a,1,6,5.19,stans,5,a,1,6,3.2,3,4,0
dance,stance,1,0,1,dans,4,a,1,5,7.02,stans,5,a,1,6,3.2,2,2,0
trance,stance,5,0,1,trans,5,a,1,6,7.33,stans,5,a,1,6,3.2,2,2,3
brand,stand,2,0,1,brand,5,a,1,5,6.74,stand,5,a,1,5,4.2,2,2,1
hand,stand,1,0,1,hand,4,a,1,4,9.2,stand,5,a,1,5,4.2,2,2,0
man,stand,1,0,0,man,3,a,1,3,9.32,stand,5,a,1,5,4.2,3,3,0
sand,stand,4,0,1,sand,4,a,1,4,8.95,stand,5,a,1,5,4.2,1,1,2
tan,stand,1,0,0,tan,3,a,1,3,9.51,stand,5,a,1,5,4.2,2,2,0
blank,stank,5,0,1,blaNk,5,a,1,5,7.26,staNk,5,a,1,5,6.9,2,2,3
plank,stank,5,0,1,plaNk,5,a,1,5,7.77,staNk,5,a,1,5,6.9,2,2,3
rank,stank,6,0,1,raNk,4,a,1,4,7.52,staNk,5,a,1,5,6.9,2,2,3
swank,stank,3,0,1,swaNk,5,a,1,5,6.13,staNk,5,a,1,5,6.9,1,1,2
bar,star,4,0,1,bAr,3,A,1,3,9.07,stAr,4,A,1,4,7.5,2,2,2
far,star,2,0,1,fAr,3,A,1,3,9.01,stAr,4,A,1,4,7.5,2,2,1
scorch,star,1,0,0,skOrtS,5,O,1,6,7.26,stAr,4,A,1,4,7.5,4,4,0
starch,star,2,0,0,stArtS,5,A,1,6,4.29,stAr,4,A,1,4,7.5,2,2,1
start,star,1,0,0,stArt,5,A,1,5,7.95,stAr,4,A,1,4,7.5,1,1,0
stir,star,1,0,0,st3`,3,3,1,4,11.31,stAr,4,A,1,4,7.5,1,2,0
war,star,2,0,0,wOr,3,O,1,3,9.39,stAr,4,A,1,4,7.5,2,3,1
march,starch,8,0,1,mArtS,4,A,1,5,5.98,stArtS,5,A,1,6,4.3,2,2,3
air,stare,2,0,1,Er,2,E,1,3,7.82,stEr,4,E,1,5,9.1,4,2,1
care,stare,5,0,1,kEr,3,E,1,4,8.66,stEr,4,E,1,5,9.1,2,2,3
dare,stare,8,0,1,dEr,3,E,1,4,7.85,stEr,4,E,1,5,9.1,2,2,3
hair,stare,2,0,1,hEr,3,E,1,4,8.68,stEr,4,E,1,5,9.1,4,2,1
heir,stare,1,0,1,Er,2,E,1,4,8.12,stEr,4,E,1,5,9.1,4,2,0
mare,stare,9,0,1,mEr,3,E,1,4,8.31,stEr,4,E,1,5,9.1,2,2,3
pear,stare,2,0,1,pEr,3,E,1,4,8.99,stEr,4,E,1,5,9.1,3,2,1
scare,stare,2,0,1,skEr,4,E,1,5,8.12,stEr,4,E,1,5,9.1,1,1,1
snare,stare,1,0,1,snEr,4,E,1,5,8.06,stEr,4,E,1,5,9.1,1,1,0
stair,stare,3,0,1,stEr,4,E,1,5,6.76,stEr,4,E,1,5,9.1,2,0,2
stove,stare,1,0,0,stov,4,o,1,5,8.29,stEr,4,E,1,5,9.1,2,2,0
wear,stare,2,0,1,wEr,3,E,1,4,8.72,stEr,4,E,1,5,9.1,3,2,1
starve,staring,1,0,0,stArv,5,A,1,6,4.11,stEr.IN,6,E,2,7,6.5,3,4,0
birth,stark,1,0,0,b3`T,3,3`,1,5,6.18,stArk,5,A,1,5,8.1,5,5,0
irk,stark,1,0,0,3`k,2,3`,1,3,7.4,stArk,5,A,1,5,8.1,3,4,0
park,stark,3,0,1,pArk,4,A,1,4,7.77,stArk,5,A,1,5,8.1,2,2,2
starch,stark,2,0,0,stArtS,5,A,1,6,4.29,stArk,5,A,1,5,8.1,2,2,1
art,start,2,0,1,Art,3,A,1,3,8.84,stArt,5,A,1,5,7.9,2,2,1
dart,start,1,0,1,dArt,4,A,1,4,8.31,stArt,5,A,1,5,7.9,2,2,0
smart,start,2,0,1,smArt,5,A,1,5,8.03,stArt,5,A,1,5,7.9,1,1,1
tart,start,2,0,1,tArt,4,A,1,4,6.76,stArt,5,A,1,5,7.9,1,1,1
arts,starts,1,0,1,Arts,4,A,1,4,7.13,stArts,6,A,1,6,6.3,2,2,0
slave,starve,1,0,0,slev,4,e,1,5,5.94,stArv,5,A,1,6,4.1,2,3,0
ash,stash,5,0,1,aS,2,a,1,3,7.78,staS,4,a,1,5,6.5,2,2,3
cache,stash,1,0,1,kaS,3,a,1,5,2.71,staS,4,a,1,5,6.5,4,2,0
dash,stash,2,0,1,daS,3,a,1,4,7.81,staS,4,a,1,5,6.5,2,2,1
flash,stash,1,0,1,flaS,4,a,1,5,6.79,staS,4,a,1,5,6.5,2,2,0
mash,stash,3,0,1,maS,3,a,1,4,7.9,staS,4,a,1,5,6.5,2,2,2
smash,stash,3,0,1,smaS,4,a,1,5,6.18,staS,4,a,1,5,6.5,1,1,2
flat,stat,1,0,1,flat,4,a,1,4,6.4,stat,4,a,1,4,7.2,2,2,0
great,state,2,0,1,gret,4,e,1,5,5.25,stet,4,e,1,5,7.3,4,2,1
mate,state,1,0,1,met,3,e,1,4,8.34,stet,4,e,1,5,7.3,2,2,0
wait,state,1,0,1,wet,3,e,1,4,6.84,stet,4,e,1,5,7.3,4,2,0
cave,stave,2,0,1,kev,3,e,1,4,8.95,stev,4,e,1,5,8.8,2,2,1
save,stave,1,0,1,sev,3,e,1,4,8.54,stev,4,e,1,5,8.8,1,1,0
suave,stave,1,0,0,swAv,4,A,1,5,7.51,stev,4,e,1,5,8.8,1,2,0
bay,stay,4,0,1,be,2,e,1,3,9.65,ste,3,e,1,4,7.4,2,2,2
grade,stay,1,0,0,gred,4,e,1,5,7.68,ste,3,e,1,4,7.4,4,3,0
hay,stay,2,0,1,he,2,e,1,3,9.96,ste,3,e,1,4,7.4,2,2,1
pay,stay,3,0,1,pe,2,e,1,3,9.14,ste,3,e,1,4,7.4,2,2,2
pray,stay,2,0,1,pre,3,e,1,4,6.83,ste,3,e,1,4,7.4,2,2,1
quay,stay,4,0,1,ki,2,i,1,4,6.53,ste,3,e,1,4,7.4,2,3,2
say,stay,3,0,1,se,2,e,1,3,9.4,ste,3,e,1,4,7.4,1,1,2
spray,stay,2,0,1,spre,4,?,1,5,4.76,ste,3,e,1,4,7.4,2,2,1
stretch,stay,1,0,0,strEtS,5,E,1,7,3.5,ste,3,e,1,4,7.4,5,4,0
sway,stay,2,0,1,swe,3,e,1,4,7.46,ste,3,e,1,4,7.4,1,1,1
wage,stay,1,0,0,wedZ,3,e,1,4,7.82,ste,3,e,1,4,7.4,4,4,0
weigh,stay,5,0,1,we,2,e,1,5,5.93,ste,3,e,1,4,7.4,5,2,3
blade,stayed,1,0,1,bled,4,e,1,5,6.8,sted,4,e,1,6,5.6,4,2,0
maid,stayed,2,0,1,med,3,e,1,4,10,sted,4,e,1,6,5.6,4,2,1
weigh,stayed,1,0,1,we,2,e,1,5,5.93,sted,4,e,1,6,5.6,6,3,0
days,stays,1,0,1,dez,3,e,1,4,7.02,stez,4,e,1,5,4.8,2,2,0
maze,stays,1,0,1,mez,3,e,1,4,7.28,stez,4,e,1,5,4.8,4,2,0
breed,stead,1,0,0,brid,4,i,1,5,7.68,stEd,4,E,1,5,6.7,3,3,0
beat,steak,1,0,0,bit,3,i,1,4,8.38,stek,4,e,1,5,8.6,3,4,0
break,steak,3,0,1,brek,4,e,1,5,6.72,stek,4,e,1,5,8.6,2,2,2
seek,steak,1,0,0,sik,3,i,1,4,8.2,stek,4,e,1,5,8.6,2,2,0
stake,steak,5,0,1,stek,4,e,1,5,7.8,stek,4,e,1,5,8.6,2,0,3
wake,steak,1,0,1,wek,3,e,1,4,8.36,stek,4,e,1,5,8.6,4,2,0
deal,steal,4,0,1,dil,3,i,1,4,8.2,stil,4,i,1,5,8.1,2,2,2
heal,steal,4,0,1,hil,3,i,1,4,8.47,stil,4,i,1,5,8.1,2,2,2
kneel,steal,4,0,1,nil,3,i,1,5,6.38,stil,4,i,1,5,8.1,3,2,2
peel,steal,1,0,1,pil,3,i,1,4,7.31,stil,4,i,1,5,8.1,3,2,0
seal,steal,5,0,1,sil,3,i,1,4,7.85,stil,4,i,1,5,8.1,1,1,3
steel,steal,9,0,1,stil,4,i,1,5,7.8,stil,4,i,1,5,8.1,1,0,3
stew,steal,1,0,0,stu,3,u,1,4,6.8,stil,4,i,1,5,8.1,2,2,0
veal,steal,4,0,1,vil,3,i,1,4,7.58,stil,4,i,1,5,8.1,2,2,2
cream,steam,1,0,1,krim,4,i,1,5,6.86,stim,4,i,1,5,6.3,2,2,0
scheme,steam,1,0,1,skim,4,i,1,6,6.58,stim,4,i,1,5,6.3,4,1,0
seam,steam,3,0,1,sim,3,i,1,4,8.58,stim,4,i,1,5,6.3,1,1,2
stream,steam,2,0,1,strim,5,i,1,6,8.37,stim,4,i,1,5,6.3,1,1,1
team,steam,3,0,1,tim,3,i,1,4,6.86,stim,4,i,1,5,6.3,1,1,2
fiend,steamed,1,0,0,find,4,i,1,5,11.29,stimd,5,i,1,7,5.8,5,3,0
breed,steed,1,0,1,brid,4,i,1,5,7.68,stid,4,i,1,5,7.7,2,2,0
heed,steed,4,0,1,hid,3,i,1,4,7.66,stid,4,i,1,5,7.7,2,2,2
leave,steed,1,0,0,liv,3,i,1,5,5.55,stid,4,i,1,5,7.7,5,3,0
feel,steel,1,0,1,fil,3,i,1,4,8.94,stil,4,i,1,5,7.8,2,2,0
squeal,steel,1,0,1,skwil,5,i,1,6,6.25,stil,4,i,1,5,7.8,3,2,0
teeth,steel,1,0,0,tiT,3,i,1,5,7.85,stil,4,i,1,5,7.8,3,2,0
beach,steep,1,0,0,bitS,3,i,1,5,7.91,stip,4,i,1,5,7.5,5,4,0
creep,steep,2,0,1,krip,4,i,1,5,6.92,stip,4,i,1,5,7.5,2,2,1
keep,steep,2,0,1,kip,3,i,1,4,7.44,stip,4,i,1,5,7.5,2,2,1
reap,steep,3,0,1,rip,3,i,1,4,8.42,stip,4,i,1,5,7.5,3,2,2
sleep,steep,2,0,1,slip,4,i,1,5,6.86,stip,4,i,1,5,7.5,1,1,1
sweep,steep,1,0,1,swip,4,i,1,5,9.2,stip,4,i,1,5,7.5,1,1,0
steep,steeple,1,0,0,stip,4,i,1,5,7.48,sti.pl=,5,i.,2,7,4.9,2,3,0
beer,steer,2,0,1,bIr,3,I,1,4,7.39,stIr,4,I,1,5,7.4,2,2,1
clear,steer,3,0,1,klIr,4,I,1,5,8.19,stIr,4,I,1,5,7.4,3,2,2
deer,steer,4,0,1,dIr,3,I,1,4,6.64,stIr,4,I,1,5,7.4,2,2,2
fear,steer,1,0,1,fIr,3,I,1,4,9.24,stIr,4,I,1,5,7.4,3,2,0
here,steer,1,0,1,hIr,3,I,1,4,7.96,stIr,4,I,1,5,7.4,4,2,0
pier,steer,3,0,1,pIr,3,I,1,4,6.61,stIr,4,I,1,5,7.4,3,2,2
stare,steer,1,0,0,stEr,4,E,1,5,9.15,stIr,4,I,1,5,7.4,3,1,0
stir,steer,1,0,0,st3`,3,3`,1,4,11.31,stIr,4,I,1,5,7.4,2,2,0
wear,steer,1,0,0,wEr,3,E,1,4,8.72,stIr,4,I,1,5,7.4,3,3,0
fierce,steers,1,0,0,fIrs,4,I,1,6,7.35,stIrz,5,I,1,6,4.8,5,3,0
hem,stem,7,0,1,hEm,3,E,1,3,7.14,stEm,4,E,1,4,8.8,2,2,3
stern,stem,1,0,0,st3`n,4,3`,1,5,7.93,stEm,4,E,1,4,8.8,2,3,0
clench,stench,8,0,1,klEntS,5,E,1,6,4.19,stEntS,5,E,1,6,1.6,2,2,3
fence,stench,1,0,1,fEns,4,E,1,5,8.03,stEntS,5,E,1,6,1.6,3,4,0
pinch,stench,1,0,0,pIntS,4,I,1,5,7.32,stEntS,5,E,1,6,1.6,3,3,0
starch,stench,1,0,0,stArtS,5,A,1,6,4.29,stEntS,5,E,1,6,1.6,2,2,0
wrench,stench,4,0,1,rEntS,4,E,1,6,6.81,stEntS,5,E,1,6,1.6,2,2,2
depth,steps,1,0,0,dEpT,4,E,1,5,11.26,stEps,5,E,1,5,5.7,4,3,0
term,stern,1,0,0,t3`m,3,3`,1,4,7.18,st3`n,4,3`,1,5,7.9,2,2,0
yearn,stern,2,0,1,j3`n,3,3`,1,5,8.1,st3`n,4,3`,1,5,7.9,3,2,1
weave,steve,2,0,1,wiv,3,i,1,5,9.12,stiv,4,i,1,5,5.8,3,2,1
chew,stew,3,0,1,tSu,2,?,1,4,6.23,stu,3,u,1,4,6.8,2,2,2
dew,stew,3,0,1,du,2,u,1,3,8.4,stu,3,u,1,4,6.8,2,2,2
few,stew,3,0,1,fju,3,?,1,3,7.63,stu,3,u,1,4,6.8,2,2,2
glue,stew,1,0,1,glu,3,?,1,4,7.2,stu,3,u,1,4,6.8,4,2,0
screw,stew,1,0,1,skru,4,?,1,5,3.95,stu,3,u,1,4,6.8,2,2,0
sue,stew,1,0,1,su,2,u,1,3,9.05,stu,3,u,1,4,6.8,2,1,0
view,stew,3,0,1,vju,3,?,1,4,5.07,stu,3,u,1,4,6.8,2,2,2
you,stew,1,0,0,ju,2,u,1,3,6.14,stu,3,u,1,4,6.8,4,2,0
brick,stick,4,0,1,brIk,4,I,1,5,6.95,stIk,4,I,1,5,8.5,2,2,2
click,stick,1,0,1,klIk,4,I,1,5,6.8,stIk,4,I,1,5,8.5,2,2,0
flick,stick,2,0,1,flIk,4,I,1,5,7.44,stIk,4,I,1,5,8.5,2,2,1
lick,stick,9,0,1,lIk,3,I,1,4,9.13,stIk,4,I,1,5,8.5,2,2,3
prick,stick,6,0,1,prIk,4,I,1,5,6.82,stIk,4,I,1,5,8.5,2,2,3
sick,stick,4,0,1,sIk,3,I,1,4,8.38,stIk,4,I,1,5,8.5,1,1,2
spit,stick,1,0,0,spIt,4,I,1,4,7.49,stIk,4,I,1,5,8.5,3,2,0
stuck,stick,2,1,0,stVk,4,?,1,5,7.78,stIk,4,I,1,5,8.5,1,1,1
tick,stick,5,0,1,tIk,3,I,1,4,8.37,stIk,4,I,1,5,8.5,1,1,3
twig,stick,2,0,0,twIg,4,I,1,4,6.79,stIk,4,I,1,5,8.5,4,3,1
fix,sticks,4,0,1,fIks,4,I,1,3,7.94,stIks,5,I,1,6,6.5,5,2,2
six,sticks,8,0,1,sIks,4,I,1,3,8.39,stIks,5,I,1,6,6.5,4,1,3
fib,stiff,1,0,0,fIb,3,I,1,3,7.43,stIf,4,I,1,5,9,4,3,0
if,stiff,2,0,1,If,2,I,1,2,11.55,stIf,4,I,1,5,9,3,2,1
sniff,stiff,3,0,1,snIf,4,I,1,5,7.24,stIf,4,I,1,5,9,1,1,2
stick,stiff,1,0,0,stIk,4,I,1,5,8.53,stIf,4,I,1,5,9,2,1,0
thrift,stiff,1,0,0,TrIft,5,I,1,6,4.93,stIf,4,I,1,5,9,4,3,0
dill,still,1,0,1,dIl,3,I,1,4,9.05,stIl,4,I,1,5,6.6,2,2,0
frill,still,3,0,1,frIl,4,I,1,5,6.84,stIl,4,I,1,5,6.6,2,2,2
grill,still,1,0,1,grIl,4,I,1,5,6.11,stIl,4,I,1,5,6.6,2,2,0
mill,still,2,0,1,mIl,3,I,1,4,8.49,stIl,4,I,1,5,6.6,2,2,1
silk,still,1,0,0,sIlk,4,I,1,4,6.6,stIl,4,I,1,5,6.6,2,2,0
spill,still,1,0,1,spIl,4,I,1,5,7.9,stIl,4,I,1,5,6.6,1,1,0
stiff,still,1,0,0,stIf,4,I,1,5,9.01,stIl,4,I,1,5,6.6,2,1,0
will,still,3,0,1,wIl,3,I,1,4,8.54,stIl,4,I,1,5,6.6,2,2,2
kilt,stilt,2,0,1,kIlt,4,I,1,4,6,stIlt,5,I,1,5,7.4,2,2,1
fling,sting,1,0,1,flIN,4,I,1,5,6.96,stIN,4,I,1,5,7.1,2,2,0
sing,sting,3,0,1,sIN,3,I,1,4,8.14,stIN,4,I,1,5,7.1,1,1,2
strong,sting,1,0,0,strON,5,O,1,6,6.73,stIN,4,I,1,5,7.1,2,2,0
thing,sting,1,0,1,TIN,3,I,1,5,7.78,stIN,4,I,1,5,7.1,2,2,0
sting,stingy,1,1,0,stIN,4,I,1,5,7.11,stIn.dZi,6,I,2,6,3.8,1,5,0
ink,stink,5,0,1,INk,3,I,1,3,8.3,stINk,5,I,1,5,6.7,2,2,3
mink,stink,6,0,1,mINk,4,I,1,4,8.43,stINk,5,I,1,5,6.7,2,2,3
shrink,stink,3,0,1,SrINk,5,I,1,6,6.35,stINk,5,I,1,5,6.7,2,2,2
think,stink,1,0,1,TINk,4,I,1,5,8.14,stINk,5,I,1,5,6.7,2,2,0
gin,stint,1,0,0,dZIn,3,I,1,3,9,stInt,5,I,1,5,6.8,3,3,0
joint,stint,1,0,0,dZOInt,4,OI,1,5,8,stInt,5,I,1,5,6.8,2,3,0
mint,stint,2,0,1,mInt,4,I,1,4,7.42,stInt,5,I,1,5,6.8,2,2,1
print,stint,7,0,1,prInt,5,I,1,5,7.38,stInt,5,I,1,5,6.8,2,2,3
squint,stint,2,0,1,skwInt,6,I,1,6,7.22,stInt,5,I,1,5,6.8,2,2,1
blur,stir,5,0,1,bl3`,3,3`,1,4,8.34,st3`,3,3`,1,4,11.3,3,2,3
her,stir,2,0,1,h3`,2,3`,1,3,7.33,st3`,3,3`,1,4,11.3,3,2,1
ditch,stitch,1,0,1,dItS,3,I,1,5,7.68,stItS,4,I,1,6,7.8,2,2,0
itch,stitch,5,0,1,ItS,2,I,1,4,7.84,stItS,4,I,1,6,7.8,2,2,3
rich,stitch,3,0,1,rItS,3,I,1,4,8.01,stItS,4,I,1,6,7.8,3,2,2
witch,stitch,2,0,1,wItS,3,I,1,5,7.56,stItS,4,I,1,6,7.8,2,2,1
clock,stock,1,0,1,klAk,4,A,1,5,7.35,stAk,4,A,1,5,8.3,2,2,0
lock,stock,2,0,1,lAk,3,A,1,4,7.97,stAk,4,A,1,5,8.3,2,2,1
rock,stock,3,0,1,rAk,3,A,1,4,7.14,stAk,4,A,1,5,8.3,2,2,2
sock,stock,4,0,1,sAk,3,A,1,4,8.01,stAk,4,A,1,5,8.3,1,1,2
stock,stocking,1,1,0,stAk,4,A,1,5,8.29,stAk.IN,6,A,2,8,6.8,3,3,0
broke,stoke,3,0,1,brok,4,o,1,5,7.76,stok,4,o,1,5,8.8,2,2,2
croak,stoke,4,0,1,krok,4,o,1,5,6.9,stok,4,o,1,5,8.8,4,2,2
oak,stoke,1,0,1,ok,2,o,1,3,5.58,stok,4,o,1,5,8.8,4,2,0
soak,stoke,1,0,1,sok,3,o,1,4,5.85,stok,4,o,1,5,8.8,3,1,0
stroke,stoke,2,0,1,strok,5,o,1,6,7.13,stok,4,o,1,5,8.8,1,1,1
coal,stole,2,0,1,kol,3,o,1,4,7.65,stol,4,o,1,5,7.3,4,2,1
goal,stole,1,0,1,gol,3,o,1,4,6.2,stol,4,o,1,5,7.3,4,2,0
mole,stole,2,0,1,mol,3,o,1,4,7.77,stol,4,o,1,5,7.3,2,2,1
roll,stole,2,0,1,rol,3,o,1,4,6.56,stol,4,o,1,5,7.3,3,2,1
whole,stole,1,0,1,hol,3,o,1,5,7.41,stol,4,o,1,5,7.3,2,2,0
bomb,stomp,1,0,0,bAm,3,A,1,4,7.54,stAmp,5,A,1,5,5.2,3,3,0
swamp,stomp,2,0,1,swAmp,5,A,1,5,6.87,stAmp,5,A,1,5,5.2,2,1,1
loan,stone,1,0,1,lon,3,o,1,4,6.36,ston,4,o,1,5,6.85,4,2,0
good,stood,3,0,1,gUd,3,U,1,4,8.03,stUd,4,U,1,5,5.4,2,2,2
mood,stood,1,0,0,mud,3,u,1,4,8.7,stUd,4,U,1,5,5.4,2,3,0
stand,stood,1,1,0,stand,5,a,1,5,4.25,stUd,4,U,1,5,5.4,2,2,0
wood,stood,6,0,1,wUd,3,U,1,4,7.31,stUd,4,U,1,5,5.4,2,2,3
cool,stool,3,0,1,kul,3,u,1,4,7.65,stul,4,u,1,5,7.5,2,2,2
full,stool,1,0,0,fUl,3,U,1,4,7.92,stul,4,u,1,5,7.5,4,3,0
pool,stool,5,0,1,pul,3,u,1,4,8.47,stul,4,u,1,5,7.5,2,2,3
spool,stool,2,0,1,spul,4,u,1,5,6.57,stul,4,u,1,5,7.5,1,1,1
wool,stool,3,0,0,wUl,3,U,1,4,8.72,stul,4,u,1,5,7.5,2,3,2
douche,stoop,1,0,0,duS,3,u,1,6,6.13,stup,4,u,1,5,5.8,6,3,0
hoop,stoop,1,0,1,hup,3,u,1,4,7.52,stup,4,u,1,5,5.8,2,2,0
route,stoop,1,0,0,rut,3,u,1,5,5.93,stup,4,u,1,5,5.8,5,3,0
blot,stop,1,0,0,blAt,4,A,1,4,8.44,stAp,4,A,1,4,7.2,3,3,0
drop,stop,4,0,1,drAp,4,A,1,4,7.93,stAp,4,A,1,4,7.2,2,2,2
hoop,stop,1,0,0,hup,3,u,1,4,7.52,stAp,4,A,1,4,7.2,2,3,0
mop,stop,2,0,1,mAp,3,A,1,3,7.82,stAp,4,A,1,4,7.2,2,2,1
pop,stop,3,0,1,pAp,3,A,1,3,7.27,stAp,4,A,1,4,7.2,2,2,2
rot,stop,4,0,0,rAt,3,A,1,3,8.92,stAp,4,A,1,4,7.2,3,3,2
stamp,stop,1,0,0,stamp,5,a,1,5,6.88,stAp,4,A,1,4,7.2,2,2,0
stir,stop,1,0,0,st3`,3,3,1,4,11.31,stAp,4,A,1,4,7.2,2,2,0
swamp,stop,1,0,0,swAmp,5,A,1,5,6.87,stAp,4,A,1,4,7.2,3,2,0
tape,stop,1,0,0,tep,3,e,1,4,7.3,stAp,4,A,1,4,7.2,3,2,0
gorge,storage,1,0,0,gOrdZ,4,O,1,5,6.1,stOr.IdZ,6,O,2,7,3.1,3,4,0
core,store,2,0,1,kOr,3,O,1,4,8.42,stOr,4,O,1,5,8,2,2,1
home,store,1,0,0,hom,3,o,1,4,9.13,stOr,4,O,1,5,8,3,4,0
poor,store,5,0,1,pUr,3,U,1,4,7.76,stOr,4,O,1,5,8,3,3,3
score,store,1,0,1,skOr,4,O,1,5,7.67,stOr,4,O,1,5,8,1,1,0
snore,store,1,0,1,snOr,4,O,1,5,8.28,stOr,4,O,1,5,8,1,1,0
storm,store,3,0,0,stOrm,5,O,1,5,9.29,stOr,4,O,1,5,8,1,1,2
stroke,store,1,0,0,strok,5,o,1,6,7.13,stOr,4,O,1,5,8,2,3,0
war,store,1,0,1,wOr,3,O,1,3,9.39,stOr,4,O,1,5,8,4,2,0
board,stored,1,0,1,bOrd,4,O,1,5,7.23,stOrd,5,O,1,6,6.3,4,2,0
cord,stored,1,0,1,kOrd,4,O,1,4,7.94,stOrd,5,O,1,6,6.3,3,2,0
fork,stork,2,0,1,fOrk,4,O,1,4,9.64,stOrk,5,O,1,5,10.2,2,2,1
pork,stork,6,0,1,pOrk,4,O,1,4,7.86,stOrk,5,O,1,5,10.2,2,2,3
stroke,stork,1,0,0,strok,5,o,1,6,7.13,stOrk,5,O,1,5,10.2,3,2,0
dorm,storm,5,0,0,dOrm,4,O,1,4,7.36,stOrm,5,O,1,5,9.3,2,2,3
norm,storm,5,0,1,nOrm,4,O,1,4,6.95,stOrm,5,O,1,5,9.3,2,2,3
warn,storm,1,0,0,wOrn,4,O,1,4,8.03,stOrm,5,O,1,5,9.3,4,3,0
storm,stormy,1,1,0,stOrm,5,O,1,5,9.29,stOrm.i,6,O,2,6,6.6,1,2,0
route,stout,1,0,1,rut,3,u,1,5,5.93,staUt,4,aU,1,5,6,3,4,0
shout,stout,1,0,1,SaUt,3,aU,1,5,7.25,staUt,4,aU,1,5,6,1,2,0
strike,stout,1,0,0,straIk,5,aI,1,6,6.91,staUt,4,aU,1,5,6,4,3,0
clothes,stove,1,0,0,kloz,4,o,1,7,4.22,stov,4,o,1,5,8.3,5,3,0
globe,stove,1,0,0,glob,4,o,1,5,6.59,stov,4,o,1,5,8.3,3,3,0
grove,stove,5,0,1,grov,4,o,1,5,7.71,stov,4,o,1,5,8.3,2,2,3
loaf,stove,1,0,0,lof,3,o,1,4,8.29,stov,4,o,1,5,8.3,4,3,0
love,stove,1,0,0,lVv,3,?,1,4,7.08,stov,4,o,1,5,8.3,2,3,0
prove,stove,1,0,0,pruv,4,u,1,5,6.46,stov,4,o,1,5,8.3,2,3,0
shove,stove,1,0,0,SVv,3,?,1,5,7.44,stov,4,o,1,5,8.3,1,3,0
string,stove,1,0,0,strIN,5,I,1,6,7.31,stov,4,o,1,5,8.3,4,3,0
go,stow,1,0,1,go,2,o,1,2,10.55,sto,3,o,1,4,9.6,3,2,0
hoe,stow,1,0,1,ho,2,o,1,3,7.64,sto,3,o,1,4,9.6,3,2,0
tow,stow,2,0,1,to,2,o,1,3,9.26,sto,3,o,1,4,9.6,1,1,1
gain,strain,1,0,1,gen,3,e,1,4,7.91,stren,5,e,1,6,6,3,3,0
main,strain,1,0,1,men,3,e,1,4,8.11,stren,5,e,1,6,6,3,3,0
bait,strait,1,0,1,bet,3,e,1,4,7.75,stret,5,e,1,6,9.2,3,3,0
bran,strand,1,0,0,bran,4,a,1,4,7.06,strand,6,a,1,6,5.7,3,3,0
grand,strand,2,0,1,grand,5,a,1,5,7.8,strand,6,a,1,6,5.7,2,2,1
stare,strand,1,0,0,stEr,4,E,1,5,9.15,strand,6,a,1,6,5.7,3,4,0
map,strap,1,0,1,map,3,a,1,3,8.3,strap,5,a,1,5,6.2,3,3,0
sharp,strap,1,0,0,SArp,4,A,1,5,6.87,strap,5,a,1,5,6.2,3,3,0
stir,strap,1,0,0,st3`,3,3,1,4,11.31,strap,5,a,1,5,6.2,3,3,0
