Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed ,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N
steam,stream,5,0,1,stim,4,i,1,5,6.31,strim,5,i,1,6,8.4
stem,stream,1,0,0,stEm,4,E,1,4,8.82,strim,5,i,1,6,8.4
stress,stream,1,0,0,strEs,5,E,1,6,0.69,strim,5,i,1,6,8.4
team,stream,1,0,1,tim,3,i,1,4,6.86,strim,5,i,1,6,8.4
beat,street,2,0,1,bit,3,i,1,4,8.38,strit,5,i,1,6,?
beet,street,2,0,1,bit,3,i,1,4,9.42,strit,5,i,1,6,?
feet,street,1,0,1,fit,3,i,1,4,8.66,strit,5,i,1,6,?
greet,street,1,0,1,grit,4,i,1,5,8.16,strit,5,i,1,6,?
heat,street,1,0,1,hit,3,i,1,4,8.92,strit,5,i,1,6,?
meat,street,1,0,1,mit,3,i,1,4,8.74,strit,5,i,1,6,?
steep,street,1,0,0,stip,4,i,1,5,7.48,strit,5,i,1,6,?
step,street,1,0,0,stEp,4,E,1,4,6.23,strit,5,i,1,6,?
straight,street,1,0,0,stret,5,e,1,8,?,strit,5,i,1,6,?
stress,street,1,0,0,strEs,5,E,1,6,0.69,strit,5,i,1,6,?
stretch,street,2,0,0,strEtS,5,E,1,7,3.5,strit,5,i,1,6,?
treat,street,3,0,1,trit,4,i,1,5,10.3,strit,5,i,1,6,?
length,strength,22,0,0,lENT,4,E,1,6,?,strENT,6,E,1,8,?
stretch,strength,1,0,0,strEtS,5,E,1,7,3.5,strENT,6,E,1,8,?
strong,strength,1,1,0,strON,5,O,1,6,6.73,strENT,6,E,1,8,?
dress,stress,1,0,1,drEs,4,E,1,5,6.91,strEs,5,E,1,6,0.7
fuss,stress,1,0,0,fVs,3,?,1,4,6.14,strEs,5,E,1,6,0.7
guess,stress,1,0,1,gEs,3,E,1,5,9.6,strEs,5,E,1,6,0.7
less,stress,1,0,1,lEs,3,E,1,4,6.96,strEs,5,E,1,6,0.7
mess,stress,1,0,1,mEs,3,E,1,4,7.61,strEs,5,E,1,6,0.7
press,stress,1,0,1,prEs,4,E,1,5,6.35,strEs,5,E,1,6,0.7
tense,stress,1,1,0,tEns,4,E,1,5,7.03,strEs,5,E,1,6,0.7
yes,stress,5,0,1,jEs,3,E,1,3,8.37,strEs,5,E,1,6,0.7
stench,stretch,1,0,0,stEntS,5,E,1,6,1.61,strEtS,5,E,1,7,3.5
stitch,stretch,1,0,0,stItS,4,I,1,6,7.82,strEtS,5,E,1,7,3.5
street,stretch,1,0,0,strit,5,i,1,6,?,strEtS,5,E,1,7,3.5
spoon,strewn,1,0,1,spun,4,u,1,5,6.18,strun,5,u,1,6,0.7
stew,strewn,1,0,0,stu,3,u,1,4,6.8,strun,5,u,1,6,0.7
bike,stride,1,0,0,baIk,3,aI,1,4,7.48,straId,5,aI,1,6,7.6
glide,stride,1,0,1,glaId,4,aI,1,5,7.2,straId,5,aI,1,6,7.6
guide,stride,1,0,1,gaId,3,aI,1,5,6.78,straId,5,aI,1,6,7.6
pride,stride,2,0,1,praId,4,aI,1,5,7.4,straId,5,aI,1,6,7.6
slide,stride,2,0,1,slaId,4,aI,1,5,6.62,straId,5,aI,1,6,7.6
tide,stride,1,0,1,taId,3,aI,1,4,7.75,straId,5,aI,1,6,7.6
wide,stride,2,0,1,waId,3,aI,1,4,8.17,straId,5,aI,1,6,7.6
blithe,strife,1,0,0,blaID,4,aI,1,6,?,straIf,5,aI,1,6,7.5
fife,strife,1,0,1,faIf,3,aI,1,4,9.63,straIf,5,aI,1,6,7.5
knife,strife,8,0,1,naIf,3,aI,1,5,1.1,straIf,5,aI,1,6,7.5
life,strife,12,0,1,laIf,3,aI,1,4,8.38,straIf,5,aI,1,6,7.5
spice,strife,1,0,0,spaIs,4,aI,1,5,8.18,straIf,5,aI,1,6,7.5
strive,strife,1,0,0,straIv,5,aI,1,6,6.33,straIf,5,aI,1,6,7.5
wife,strife,10,0,1,waIf,3,aI,1,4,8.73,straIf,5,aI,1,6,7.5
write,strife,1,0,0,raIt,3,aI,1,5,8.82,straIf,5,aI,1,6,7.5
writhe,strife,1,0,0,raID,3,aI,1,6,?,straIf,5,aI,1,6,7.5
bike,strike,1,0,1,baIk,3,aI,1,4,7.48,straIk,5,aI,1,6,6.9
like,strike,1,0,1,laIk,3,aI,1,4,8.3,straIk,5,aI,1,6,6.9
pike,strike,3,0,1,paIk,3,aI,1,4,7.9,straIk,5,aI,1,6,6.9
ring,string,3,0,1,rIN,3,I,1,4,7.36,strIN,5,I,1,6,7.3
spring,string,1,0,1,sprIN,5,I,1,6,6.95,strIN,5,I,1,6,7.3
sting,string,3,0,1,stIN,4,I,1,5,7.11,strIN,5,I,1,6,7.3
stray,string,1,0,0,stre,4,?,1,5,6.2,strIN,5,I,1,6,7.3
thing,string,1,0,1,TIN,3,I,1,5,7.78,strIN,5,I,1,6,7.3
thong,string,1,0,0,TON,3,O,1,5,12.4,strIN,5,I,1,6,7.3
wing,string,1,0,1,wIN,3,I,1,4,8.12,strIN,5,I,1,6,7.3
grip,strip,3,0,1,grIp,4,I,1,4,7.33,strIp,5,I,1,5,4.3
rip,strip,1,0,1,rIp,3,I,1,3,8.04,strIp,5,I,1,5,4.3
slip,strip,1,0,1,slIp,4,I,1,4,8.23,strIp,5,I,1,5,4.3
steep,strip,1,0,0,stip,4,i,1,5,7.48,strIp,5,I,1,5,4.3
stir,strip,2,0,0,st3`,3,3,1,4,11.31,strIp,5,I,1,5,4.3
strap,strip,4,0,0,strap,5,a,1,5,6.2,strIp,5,I,1,5,4.3
stripe,strip,3,0,0,straIp,5,aI,1,6,7.11,strIp,5,I,1,5,4.3
strive,strip,1,0,0,straIv,5,aI,1,6,6.33,strIp,5,I,1,5,4.3
trip,strip,3,0,1,trIp,4,I,1,4,7.15,strIp,5,I,1,5,4.3
pipe,stripe,3,0,1,paIp,3,aI,1,4,8.05,straIp,5,aI,1,6,7.1
stir,stripe,1,0,0,st3`,3,3,1,4,11.31,straIp,5,aI,1,6,7.1
strip,stripe,1,0,0,strIp,5,I,1,5,4.28,straIp,5,aI,1,6,7.1
type,stripe,2,0,1,taIp,3,aI,1,4,6.18,straIp,5,aI,1,6,7.1
wipe,stripe,1,0,1,waIp,3,aI,1,4,9.07,straIp,5,aI,1,6,7.1
tease,striptease,1,0,1,tiz,3,i,1,5,7.68,strIp.t.iz,8,I,2,10,NULL
dive,strive,4,0,1,daIv,3,aI,1,4,8.23,straIv,5,aI,1,6,6.3
drive,strive,2,0,1,draIv,4,aI,1,5,8.81,straIv,5,aI,1,6,6.3
hive,strive,3,0,1,haIv,3,aI,1,4,9.02,straIv,5,aI,1,6,6.3
live,strive,1,0,1,lIv,3,I,1,4,8.63,straIv,5,aI,1,6,6.3
starve,strive,1,0,0,stArv,5,A,1,6,4.11,straIv,5,aI,1,6,6.3
tribe,strive,1,0,0,traIb,4,aI,1,5,5.77,straIv,5,aI,1,6,6.3
writhe,strive,1,0,0,raID,3,aI,1,6,?,straIv,5,aI,1,6,6.3
code,strode,1,0,1,kod,3,o,1,4,7.59,strod,5,o,1,6,7
broke,stroke,2,0,1,brok,4,o,1,5,7.76,strok,5,o,1,6,7.1
choke,stroke,1,0,1,tSok,3,o,1,5,5.12,strok,5,o,1,6,7.1
cloak,stroke,1,0,1,klok,4,o,1,5,7.66,strok,5,o,1,6,7.1
croak,stroke,3,0,1,krok,4,o,1,5,6.9,strok,5,o,1,6,7.1
strike,stroke,2,0,0,straIk,5,aI,1,6,6.91,strok,5,o,1,6,7.1
goal,stroll,1,0,1,gol,3,o,1,4,6.2,strol,5,o,1,6,8.7
pole,stroll,1,0,1,pol,3,o,1,4,7.53,strol,5,o,1,6,8.7
roll,stroll,2,0,1,rol,3,o,1,4,6.56,strol,5,o,1,6,8.7
scroll,stroll,1,0,1,skrol,5,o,1,6,6.33,strol,5,o,1,6,8.7
toll,stroll,1,0,1,tol,3,o,1,4,7.96,strol,5,o,1,6,8.7
gone,strong,1,0,0,gOn,3,O,1,4,8.5,strON,5,O,1,6,6.7
long,strong,1,0,1,lON,3,O,1,4,7.91,strON,5,O,1,6,6.7
song,strong,1,0,1,sON,3,O,1,4,8.45,strON,5,O,1,6,6.7
strength,strong,6,1,0,-,-,-,-,8,?,strON,5,O,1,6,6.7
stroke,strong,1,0,0,strok,5,o,1,6,7.13,strON,5,O,1,6,6.7
thong,strong,1,0,1,TON,3,O,1,5,12.4,strON,5,O,1,6,6.7
wrong,strong,5,0,1,rON,3,O,1,5,5.41,strON,5,O,1,6,6.7
grove,strove,1,0,0,grov,4,o,1,5,7.71,strov,5,o,1,6,6.5
stove,strove,1,0,1,stov,4,o,1,5,8.29,strov,5,o,1,6,6.5
strive,strove,1,0,0,straIv,5,aI,1,6,6.33,strov,5,o,1,6,6.5
luck,struck,1,0,1,lVk,3,?,1,4,8.17,strVk,5,?,1,6,?
puck,struck,1,0,1,pVk,3,?,1,4,7.82,strVk,5,?,1,6,?
strike,struck,1,1,0,straIk,5,aI,1,6,6.91,strVk,5,?,1,6,?
truck,struck,1,0,1,trVk,4,?,1,5,8.83,strVk,5,?,1,6,?
drum,strum,1,0,1,drVm,4,?,1,4,5.94,strVm,5,?,1,5,5.4
rum,strum,1,0,1,rVm,3,?,1,3,7.49,strVm,5,?,1,5,5.4
hung,strung,1,0,1,hVN,3,?,1,4,7.73,strVN,5,?,1,6,8.5
lung,strung,1,0,1,lVN,3,?,1,4,7.83,strVN,5,?,1,6,8.5
strange,strung,1,0,0,strendZ,6,e,1,7,?,strVN,5,?,1,6,8.5
strength,strung,1,0,0,-,-,-,-,8,?,strVN,5,?,1,6,8.5
string,strung,1,1,0,strIN,5,I,1,6,7.31,strVN,5,?,1,6,8.5
strong,strung,1,0,0,strON,5,O,1,6,6.73,strVN,5,?,1,6,8.5
butt,strut,1,0,1,bVt,3,?,1,4,6.66,strVt,5,?,1,5,6.6
stretch,strut,1,0,0,strEtS,5,E,1,7,3.5,strVt,5,?,1,5,6.6
club,stub,1,0,1,klVb,4,?,1,4,7.61,stVb,4,?,1,4,7
cub,stub,2,0,1,kVb,3,?,1,3,8.44,stVb,4,?,1,4,7
rub,stub,2,0,1,rVb,3,?,1,3,7.74,stVb,4,?,1,4,7
shrub,stub,1,0,1,SrVb,4,?,1,5,7.11,stVb,4,?,1,4,7
stab,stub,3,0,0,stab,4,a,1,4,7.81,stVb,4,?,1,4,7
stump,stub,1,0,0,stVmp,5,?,1,5,7.45,stVb,4,?,1,4,7
stub,stubble,1,0,0,stVb,4,?,1,4,7.03,stV.bl=,5,?,2,7,4.7
buck,stuck,7,0,1,bVk,3,?,1,4,7.73,stVk,4,?,1,5,7.8
butt,stuck,1,0,0,bVt,3,?,1,4,6.66,stVk,4,?,1,5,7.8
chuck,stuck,2,0,1,tSVk,3,?,1,5,7.34,stVk,4,?,1,5,7.8
duck,stuck,3,0,1,dVk,3,?,1,4,7.84,stVk,4,?,1,5,7.8
luck,stuck,5,0,1,lVk,3,?,1,4,8.17,stVk,4,?,1,5,7.8
muck,stuck,6,0,1,mVk,3,?,1,4,8.17,stVk,4,?,1,5,7.8
pluck,stuck,4,0,1,plVk,4,?,1,5,5.31,stVk,4,?,1,5,7.8
puck,stuck,2,0,1,pVk,3,?,1,4,7.82,stVk,4,?,1,5,7.8
shuck,stuck,3,0,1,SVk,3,?,1,5,8.64,stVk,4,?,1,5,7.8
sock,stuck,1,0,0,sAk,3,A,1,4,8.01,stVk,4,?,1,5,7.8
stick,stuck,3,1,0,stIk,4,I,1,5,8.53,stVk,4,?,1,5,7.8
suck,stuck,2,0,1,sVk,3,?,1,4,8.09,stVk,4,?,1,5,7.8
truck,stuck,3,0,1,trVk,4,?,1,5,8.83,stVk,4,?,1,5,7.8
bud,stud,3,0,1,bVd,3,?,1,3,8.74,stVd,4,?,1,4,6.3
mud,stud,5,0,1,mVd,3,?,1,3,7.29,stVd,4,?,1,4,6.3
suds,studs,2,0,1,sVdz,4,?,1,4,6.04,stVdz,5,?,1,5,6.4
stud,study,1,0,0,stVd,4,?,1,4,6.27,stV.4i,5,?,2,5,7
bluff,stuff,4,0,0,blVf,4,?,1,5,7.26,stVf,4,?,1,5,8
chef,stuff,1,0,0,SEf,3,E,1,4,6.75,stVf,4,?,1,5,8
cuff,stuff,3,0,1,kVf,3,?,1,4,6.18,stVf,4,?,1,5,8
puff,stuff,2,0,1,pVf,3,?,1,4,6.52,stVf,4,?,1,5,8
staff,stuff,1,0,0,staf,4,a,1,5,10.29,stVf,4,?,1,5,8
tough,stuff,3,0,1,tVf,3,?,1,5,5.78,stVf,4,?,1,5,8
bum,stump,1,0,0,bVm,3,?,1,3,8.67,stVmp,5,?,1,5,7.4
bump,stump,2,0,1,bVmp,4,?,1,4,7.13,stVmp,5,?,1,5,7.4
lump,stump,2,0,1,lVmp,4,?,1,4,8,stVmp,5,?,1,5,7.4
pump,stump,1,0,1,pVmp,4,?,1,4,7.36,stVmp,5,?,1,5,7.4
trunk,stump,1,0,0,trVNk,5,?,1,5,8.1,stVmp,5,?,1,5,7.4
stump,stumpy,1,1,0,stVmp,5,?,1,5,7.45,stVmp.i,6,?,2,6,6.1
nun,stun,1,0,1,nVn,3,?,1,3,7.57,stVn,4,?,1,4,7.5
shun,stun,1,0,1,SVn,3,?,1,4,6.44,stVn,4,?,1,4,7.5
stud,stun,1,0,0,stVd,4,?,1,4,6.27,stVn,4,?,1,4,7.5
hung,stung,2,0,1,hVN,3,?,1,4,7.73,stVN,4,?,1,5,6.4
lung,stung,1,0,1,lVN,3,?,1,4,7.83,stVN,4,?,1,5,6.4
rung,stung,3,0,1,rVN,3,?,1,4,8,stVN,4,?,1,5,6.4
bunk,stunk,1,0,1,bVNk,4,?,1,4,7.21,stVNk,5,?,1,5,6.4
chuck,stunk,1,0,0,tSVk,3,?,1,5,7.34,stVNk,5,?,1,5,6.4
drunk,stunk,1,0,1,drVNk,5,?,1,5,6.87,stVNk,5,?,1,5,6.4
flunk,stunk,2,0,1,flVNk,5,?,1,5,5.57,stVNk,5,?,1,5,6.4
honk,stunk,1,0,0,hANk,4,A,1,4,6.51,stVNk,5,?,1,5,6.4
junk,stunk,1,0,1,dZVNk,4,?,1,4,7.47,stVNk,5,?,1,5,6.4
monk,stunk,1,0,1,mVNk,4,?,1,4,6.04,stVNk,5,?,1,5,6.4
stink,stunk,1,1,0,stINk,5,I,1,5,6.66,stVNk,5,?,1,5,6.4
blunt,stunt,5,0,1,blVnt,5,?,1,5,3.14,stVnt,5,?,1,5,5.7
brunt,stunt,1,0,1,brVnt,5,?,1,5,7.41,stVnt,5,?,1,5,5.7
front,stunt,2,0,1,frVnt,5,?,1,5,6.4,stVnt,5,?,1,5,5.7
hunt,stunt,1,0,1,hVnt,4,?,1,4,7.44,stVnt,5,?,1,5,5.7
state,stunt,1,0,0,stet,4,e,1,5,7.32,stVnt,5,?,1,5,5.7
buy,sty,2,0,1,baI,2,aI,1,3,9.73,staI,3,?,1,3,9.1
cry,sty,2,0,1,kraI,3,a,1,3,7.87,staI,3,?,1,3,9.1
dry,sty,1,0,1,draI,3,a,1,3,8.19,staI,3,?,1,3,9.1
eye,sty,1,0,1,aI,1,aI,1,3,6.59,staI,3,?,1,3,9.1
fry,sty,1,0,1,fraI,3,a,1,3,7.82,staI,3,?,1,3,9.1
guy,sty,1,0,1,gaI,2,aI,1,3,8.8,staI,3,?,1,3,9.1
pie,sty,1,0,1,paI,2,aI,1,3,7.92,staI,3,?,1,3,9.1
rye,sty,2,0,1,raI,2,aI,1,3,6.88,staI,3,?,1,3,9.1
shy,sty,1,0,1,SaI,2,aI,1,3,8.78,staI,3,?,1,3,9.1
sly,sty,2,0,1,slaI,3,a,1,3,8.75,staI,3,?,1,3,9.1
spy,sty,1,0,1,spaI,3,a,1,3,8.38,staI,3,?,1,3,9.1
try,sty,1,0,1,traI,3,a,1,3,8.07,staI,3,?,1,3,9.1
why,sty,2,0,1,hwaI,3,a,1,3,9.89,staI,3,?,1,3,9.1
aisle,style,1,0,1,aIl,2,aI,1,5,5.57,staIl,4,aI,1,5,6.1
file,style,1,0,1,faIl,3,aI,1,4,8.12,staIl,4,aI,1,5,6.1
guile,style,3,0,1,gaIl,3,aI,1,5,8.66,staIl,4,aI,1,5,6.1
isle,style,1,0,1,aIl,2,aI,1,4,5.06,staIl,4,aI,1,5,6.1
mile,style,3,0,1,maIl,3,aI,1,4,8.02,staIl,4,aI,1,5,6.1
pile,style,4,0,1,paIl,3,aI,1,4,7.57,staIl,4,aI,1,5,6.1
sty,style,1,0,0,staI,3,a,1,3,9.1,staIl,4,aI,1,5,6.1
tile,style,2,0,1,taIl,3,aI,1,4,8.14,staIl,4,aI,1,5,6.1
wild,style,1,0,0,waIld,4,aI,1,4,7.59,staIl,4,aI,1,5,6.1
fling,styling,1,0,0,flIN,4,I,1,5,6.96,staIl.IN,6,aI,2,7,2.4
style,stylish,1,1,0,staIl,4,aI,1,5,6.1,staIl.IS,6,aI,2,7,5.7
mauve,suave,15,0,0,mov,3,o,1,5,5.3,swAv,4,A,1,5,7.5
save,suave,2,0,0,sev,3,e,1,4,8.54,swAv,4,A,1,5,7.5
swab,suave,1,0,0,swAb,4,A,1,4,7.09,swAv,4,A,1,5,7.5
club,sub,2,0,1,klVb,4,?,1,4,7.61,sVb,3,?,1,3,8
cub,sub,4,0,1,kVb,3,?,1,3,8.44,sVb,3,?,1,3,8
pub,sub,1,0,1,pVb,3,?,1,3,7.75,sVb,3,?,1,3,8
crime,sublime,1,0,1,kraIm,4,aI,1,5,6.49,s@.blaIm,6,aI,2,7,?
grime,sublime,1,0,1,graIm,4,aI,1,5,7.77,s@.blaIm,6,aI,2,7,?
lime,sublime,2,0,1,laIm,3,aI,1,4,8.33,s@.blaIm,6,aI,2,7,?
slime,sublime,1,0,1,slaIm,4,aI,1,5,6.68,s@.blaIm,6,aI,2,7,?
tribe,subscribe,1,0,1,traIb,4,aI,1,5,5.77,s@b.skraIb,8,aI,2,9,?
hide,subside,1,0,1,haId,3,aI,1,4,7.96,s@b.saId,6,aI,2,7,7.3
tide,subside,1,0,1,taId,3,aI,1,4,7.75,s@b.saId,6,aI,2,7,7.3
curb,suburb,1,0,0,k3`b,3,3`,1,4,6.23,sV.b3`b,5,?,2,6,?
herb,suburb,1,0,1,3`b,2,3`,1,4,8.1,sV.b3`b,5,?,2,6,?
hurt,subvert,1,0,0,h3`t,3,3`,1,4,8.15,s@b.v3`t,6,3`,2,7,?
crutch,such,1,0,1,krVtS,4,?,1,6,6.24,sVtS,3,?,1,4,10.1
much,such,17,0,1,mVtS,3,?,1,4,8.63,sVtS,3,?,1,4,10.1
rush,such,1,0,0,rVS,3,?,1,4,7.38,sVtS,3,?,1,4,10.1
touch,such,3,0,1,tVtS,3,?,1,5,8.2,sVtS,3,?,1,4,10.1
buck,suck,6,0,1,bVk,3,?,1,4,7.73,sVk,3,?,1,4,8.1
chuck,suck,4,0,1,tSVk,3,?,1,5,7.34,sVk,3,?,1,4,8.1
duck,suck,2,0,1,dVk,3,?,1,4,7.84,sVk,3,?,1,4,8.1
luck,suck,2,0,1,lVk,3,?,1,4,8.17,sVk,3,?,1,4,8.1
muck,suck,3,0,1,mVk,3,?,1,4,8.17,sVk,3,?,1,4,8.1
puck,suck,3,0,1,pVk,3,?,1,4,7.82,sVk,3,?,1,4,8.1
shock,suck,1,0,0,SAk,3,A,1,5,7.2,sVk,3,?,1,4,8.1
stuck,suck,2,0,1,stVk,4,?,1,5,7.78,sVk,3,?,1,4,8.1
such,suck,2,0,0,sVtS,3,?,1,4,10.13,sVk,3,?,1,4,8.1
tick,suck,1,0,0,tIk,3,I,1,4,8.37,sVk,3,?,1,4,8.1
truck,suck,4,0,1,trVk,4,?,1,5,8.83,sVk,3,?,1,4,8.1
buzz,suds,2,0,0,bVz,3,?,1,4,6.59,sVdz,4,?,1,4,6
blue,sue,1,0,1,blu,3,?,1,4,6.29,su,2,?,1,3,9.1
crew,sue,1,0,1,kru,3,?,1,4,7.77,su,2,?,1,3,9.1
cue,sue,2,0,1,kju,3,?,1,3,8.87,su,2,?,1,3,9.1
dew,sue,1,0,1,du,2,?,1,3,8.4,su,2,?,1,3,9.1
do,sue,2,0,0,du,2,?,1,2,10.71,su,2,?,1,3,9.1
due,sue,1,0,1,du,2,?,1,3,8.32,su,2,?,1,3,9.1
ewe,sue,1,0,1,ju,2,?,1,3,8.41,su,2,?,1,3,9.1
few,sue,1,0,1,fju,3,?,1,3,7.63,su,2,?,1,3,9.1
glue,sue,3,0,1,glu,3,?,1,4,7.2,su,2,?,1,3,9.1
goo,sue,1,0,1,gu,2,?,1,3,7.99,su,2,?,1,3,9.1
hue,sue,1,0,1,hju,3,?,1,3,8.02,su,2,?,1,3,9.1
new,sue,1,0,1,nu,2,?,1,3,7.84,su,2,?,1,3,9.1
queue,sue,2,0,1,kju,3,?,1,5,?,su,2,?,1,3,9.1
sauce,sue,1,0,0,sOs,3,O,1,5,5.61,su,2,?,1,3,9.1
sew,sue,1,0,0,so,2,o,1,3,8.96,su,2,?,1,3,9.1
shoe,sue,1,0,1,Su,2,u,1,4,7.15,su,2,?,1,3,9.1
sow,sue,1,0,0,so,2,o,1,3,8.25,su,2,?,1,3,9.1
stew,sue,1,0,1,stu,3,?,1,4,6.8,su,2,?,1,3,9.1
suave,sue,1,0,0,swAv,4,A,1,5,7.51,su,2,?,1,3,9.1
suede,sue,2,0,0,swed,4,e,1,5,5.81,su,2,?,1,3,9.1
suit,sue,1,0,0,sut,3,u,1,4,7.2,su,2,?,1,3,9.1
suite,sue,1,0,0,swit,4,i,1,5,8.68,su,2,?,1,3,9.1
view,sue,2,0,1,vju,3,u,1,4,5.07,su,2,?,1,3,9.1
who,sue,3,0,0,hu,2,u,1,3,8.19,su,2,?,1,3,9.1
you,sue,1,0,1,ju,2,u,1,3,6.14,su,2,?,1,3,9.1
sue,sued,1,1,0,su,2,u,1,3,9.05,sud,3,u,1,4,5.8
suede,sued,1,0,0,swed,4,e,1,5,5.81,sud,3,u,1,4,5.8
suede,suicide,1,0,0,swed,4,e,1,5,5.81,su.I.s.aId,6,u.I.,3,7,?
boot,suit,2,0,1,but,3,u,1,4,7.55,sut,3,u,1,4,7.2
fruit,suit,2,0,1,frut,4,u,1,5,?,sut,3,u,1,4,7.2
hoot,suit,1,0,1,hut,3,u,1,4,7.84,sut,3,u,1,4,7.2
moot,suit,1,0,1,mut,3,u,1,4,7.86,sut,3,u,1,4,7.2
mute,suit,1,0,1,mjut,4,u,1,4,6.74,sut,3,u,1,4,7.2
route,suit,1,0,1,rut,3,u,1,5,5.93,sut,3,u,1,4,7.2
soot,suit,2,0,0,sUt,3,U,1,4,8.36,sut,3,u,1,4,7.2
suite,suit,9,0,0,swit,4,i,1,5,8.68,sut,3,u,1,4,7.2
cute,suite,1,0,0,kjut,4,u,1,4,7.4,swit,4,i,1,5,8.7
flute,suite,1,0,0,flut,4,u,1,5,5.7,swit,4,i,1,5,8.7
meet,suite,1,0,1,mit,3,i,1,4,7.01,swit,4,i,1,5,8.7
route,suite,1,0,0,rut,3,u,1,5,5.93,swit,4,i,1,5,8.7
site,suite,1,0,0,saIt,3,aI,1,4,8.07,swit,4,i,1,5,8.7
suit,suite,4,0,0,sut,3,u,1,4,7.2,swit,4,i,1,5,8.7
gulp,sulk,1,0,0,gVlp,4,?,1,4,7.59,sVlk,4,?,1,4,7.8
silk,sulk,1,0,0,sIlk,4,I,1,4,6.6,sVlk,4,?,1,4,7.8
skull,sulk,1,0,0,skVl,4,?,1,5,6.29,sVlk,4,?,1,4,7.8
wolf,sulk,1,0,0,wUlf,4,U,1,4,7.32,sVlk,4,?,1,4,7.8
bum,sum,1,0,1,bVm,3,?,1,3,8.67,sVm,3,?,1,3,7.8
gum,sum,2,0,1,gVm,3,?,1,3,7.71,sVm,3,?,1,3,7.8
hum,sum,2,0,1,hVm,3,?,1,3,7.39,sVm,3,?,1,3,7.8
plum,sum,1,0,1,plVm,4,?,1,4,7.49,sVm,3,?,1,3,7.8
rum,sum,1,0,1,rVm,3,?,1,3,7.49,sVm,3,?,1,3,7.8
run,sum,1,0,0,rVn,3,?,1,3,7.51,sVm,3,?,1,3,7.8
some,sum,1,0,1,sVm,3,?,1,4,9.47,sVm,3,?,1,3,7.8
sum,summer,1,0,0,sVm,3,?,1,3,7.79,sV.m@`,4,?,2,6,5.2
scum,sums,1,0,0,skVm,4,?,1,4,4.72,sVmz,4,?,1,4,5.9
bun,sun,2,0,1,bVn,3,?,1,3,9.13,sVn,3,?,1,3,8.4
done,sun,1,0,1,dVn,3,?,1,4,7.5,sVn,3,?,1,3,8.4
fun,sun,7,0,1,fVn,3,?,1,3,7.72,sVn,3,?,1,3,8.4
gun,sun,2,0,1,gVn,3,?,1,3,7.89,sVn,3,?,1,3,8.4
nun,sun,1,0,1,nVn,3,?,1,3,7.57,sVn,3,?,1,3,8.4
one,sun,4,0,1,wVn,3,?,1,3,7.58,sVn,3,?,1,3,8.4
rum,sun,1,0,0,rVm,3,?,1,3,7.49,sVn,3,?,1,3,8.4
run,sun,6,0,1,rVn,3,?,1,3,7.51,sVn,3,?,1,3,8.4
shun,sun,3,0,1,SVn,3,?,1,4,6.44,sVn,3,?,1,3,8.4
sin,sun,1,0,0,sIn,3,I,1,3,8.97,sVn,3,?,1,3,8.4
skunk,sun,1,0,0,skVNk,5,?,1,5,5.06,sVn,3,?,1,3,8.4
son,sun,11,0,1,sVn,3,?,1,3,8.41,sVn,3,?,1,3,8.4
soon,sun,1,0,0,sun,3,u,1,4,7.02,sVn,3,?,1,3,8.4
sum,sun,2,0,0,sVm,3,?,1,3,7.79,sVn,3,?,1,3,8.4
ton,sun,1,0,1,tVn,3,?,1,3,9.3,sVn,3,?,1,3,8.4
hung,sung,5,0,1,hVN,3,?,1,4,7.73,sVN,3,?,1,4,7.9
lung,sung,10,0,1,lVN,3,?,1,4,7.83,sVN,3,?,1,4,7.9
plug,sung,1,0,0,plVg,4,?,1,4,8.89,sVN,3,?,1,4,7.9
rung,sung,12,0,1,rVN,3,?,1,4,8,sVN,3,?,1,4,7.9
song,sung,2,1,0,sON,3,O,1,4,8.45,sVN,3,?,1,4,7.9
tongue,sung,3,0,1,tVN,3,?,1,6,4.5,sVN,3,?,1,4,7.9
young,sung,11,0,1,jVN,3,?,1,5,?,sVN,3,?,1,4,7.9
bunk,sunk,4,0,1,bVNk,4,?,1,4,7.21,sVNk,4,?,1,4,7.6
drunk,sunk,7,0,1,drVNk,5,?,1,5,6.87,sVNk,4,?,1,4,7.6
dunk,sunk,4,0,1,dVNk,4,?,1,4,7.31,sVNk,4,?,1,4,7.6
flunk,sunk,2,0,1,flVNk,5,?,1,5,5.57,sVNk,4,?,1,4,7.6
junk,sunk,1,0,1,dZVNk,4,?,1,4,7.47,sVNk,4,?,1,4,7.6
monk,sunk,2,0,1,mVNk,4,?,1,4,6.04,sVNk,4,?,1,4,7.6
month,sunk,1,0,0,mVnT,4,?,1,5,9.11,sVNk,4,?,1,4,7.6
skunk,sunk,1,0,1,skVNk,5,?,1,5,5.06,sVNk,4,?,1,4,7.6
suck,sunk,1,0,0,sVk,3,?,1,4,8.09,sVNk,4,?,1,4,7.6
trunk,sunk,2,0,1,trVNk,5,?,1,5,8.1,sVNk,4,?,1,4,7.6
sun,sunny,1,1,0,sVn,3,?,1,3,8.41,sVn.i,4,?,2,5,5.6
cup,sup,10,0,1,kVp,3,?,1,3,7.79,sVp,3,?,1,3,8
up,sup,5,0,1,Vp,2,?,1,2,10.59,sVp,3,?,1,3,8
